"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12;22;11;19;36;43;45;85;74;102;147;174;408;1178
"35002 FERNANDOPOLIS";8;10;10;23;26;22;42;61;64;68;104;106;289;833
"35003 VOTUPORANGA";21;17;18;10;26;56;47;69;94;99;133;131;380;1101
"35004 SAO JOSE DO RIO PRETO";70;73;95;104;167;239;319;398;500;570;641;772;1977;5925
"35005 CATANDUVA";21;33;42;44;57;69;101;112;177;183;202;260;618;1919
"35006 AURIFLAMA";-;1;3;4;6;2;7;14;19;19;20;24;66;185
"35007 NHANDEARA";3;11;7;14;9;7;15;18;18;33;36;48;141;360
"35008 NOVO HORIZONTE";2;4;5;8;9;15;16;21;17;34;36;45;150;362
"35009 BARRETOS";36;33;57;53;101;126;203;280;258;258;257;226;420;2308
"35010 SAO JOAQUIM DA BARRA";18;19;19;18;36;43;53;77;76;101;107;133;293;993
"35011 ITUVERAVA";6;8;10;10;26;24;29;45;52;51;77;91;196;625
"35012 FRANCA";39;30;37;56;82;116;147;180;220;230;238;286;648;2309
"35013 JABOTICABAL";31;27;47;45;71;89;116;149;204;183;228;335;835;2360
"35014 RIBEIRAO PRETO";117;117;129;186;222;335;404;537;581;690;737;823;2101;6979
"35015 BATATAIS";5;14;8;12;13;28;36;37;35;53;53;68;256;618
"35016 ANDRADINA";21;15;14;32;37;55;57;84;77;105;136;161;375;1169
"35017 ARACATUBA";22;31;40;52;69;108;113;135;167;205;214;260;658;2074
"35018 BIRIGUI";20;26;29;38;39;61;78;86;112;124;137;185;585;1520
"35019 LINS";17;18;30;33;34;49;60;88;88;108;117;167;337;1146
"35020 BAURU";62;70;64;98;131;166;229;287;323;350;434;509;1299;4022
"35021 JAU";39;54;63;92;99;166;187;266;278;292;311;341;838;3026
"35022 AVARE";11;17;21;34;31;50;52;81;80;85;117;128;374;1081
"35023 BOTUCATU";28;27;43;52;64;94;116;155;166;193;202;215;533;1888
"35024 ARARAQUARA";36;55;70;77;108;147;192;282;307;300;363;425;1155;3517
"35025 SAO CARLOS";27;45;45;42;73;73;112;143;163;169;186;250;639;1967
"35026 RIO CLARO";26;24;39;17;48;80;98;105;112;176;178;209;672;1784
