"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35027 LIMEIRA";54;73;88;96;129;172;237;268;296;343;399;434;1106;3695
"35028 PIRACICABA";59;51;91;91;120;162;230;294;296;317;367;426;1199;3703
"35029 PIRASSUNUNGA";19;17;21;32;34;51;84;68;75;101;133;127;416;1178
"35030 SAO JOAO DA BOA VISTA";25;40;53;79;60;123;164;206;215;299;354;436;1136;3190
"35031 MOJI MIRIM";27;33;44;61;76;102;150;182;214;240;273;277;707;2386
"35032 CAMPINAS";256;284;320;390;512;713;935;1140;1305;1394;1562;1876;4803;15490
"35033 AMPARO";11;16;25;17;26;35;75;60;87;111;123;117;468;1171
"35034 DRACENA";6;11;20;28;21;28;41;63;56;81;103;128;362;948
"35035 ADAMANTINA";19;14;14;16;21;34;41;50;66;100;84;133;361;953
"35036 PRESIDENTE PRUDENTE";56;45;58;89;119;185;203;286;323;371;523;561;1350;4169
"35037 TUPA";10;15;14;19;20;21;51;49;56;79;107;129;312;882
"35038 MARILIA";15;40;45;67;83;106;140;178;210;271;292;336;890;2673
"35039 ASSIS";19;20;29;37;55;76;92;109;132;171;202;218;635;1795
"35040 OURINHOS";22;32;31;46;62;82;114;143;152;164;221;254;616;1939
"35041 ITAPEVA";34;28;38;40;46;77;82;106;129;150;176;228;422;1556
"35042 ITAPETININGA";21;14;29;33;29;68;81;105;121;114;122;157;362;1256
"35043 TATUI";18;25;31;31;41;57;70;85;92;126;160;177;458;1371
"35044 CAPAO BONITO";12;10;15;23;22;32;34;47;64;76;97;104;228;764
"35045 PIEDADE";12;19;22;15;36;45;46;66;79;109;103;122;271;945
"35046 SOROCABA";157;152;209;242;298;399;529;649;783;818;850;1046;2397;8529
"35047 JUNDIAI";42;74;97;85;131;189;275;296;313;346;424;511;1169;3952
"35048 BRAGANCA PAULISTA";64;55;69;86;109;131;184;251;299;340;337;409;1129;3463
"35049 CAMPOS DO JORDAO";6;4;14;16;27;29;40;42;49;40;39;32;117;455
"35050 SAO JOSE DOS CAMPOS";169;176;187;206;296;400;600;688;768;823;912;919;2240;8384
"35051 GUARATINGUETA";48;57;58;73;101;136;182;237;251;306;294;330;795;2868
"35052 BANANAL";1;-;2;4;3;7;7;4;9;8;12;11;33;101
"35053 PARAIBUNA/PARAITINGA";7;9;8;12;17;21;20;17;21;26;40;34;93;325
"35054 CARAGUATATUBA";48;37;48;58;44;94;98;128;105;133;111;136;350;1390
"35055 REGISTRO";24;37;48;57;59;90;102;139;141;178;190;172;438;1675
"35056 ITANHAEM";30;29;41;43;47;53;99;139;126;151;149;149;368;1424
"35057 OSASCO";174;196;227;255;348;426;537;574;705;702;665;745;1604;7158
"35058 FRANCO DA ROCHA";58;61;62;70;88;109;158;225;196;170;205;213;413;2028
"35059 GUARULHOS";144;182;178;228;276;358;465;513;568;595;636;614;1417;6174
"35060 ITAPECERICA DA SERRA";123;112;138;198;233;297;356;412;511;484;492;487;1068;4911
"35061 SAO PAULO";1432;1575;1856;2173;3021;3993;5339;6985;7612;8081;8760;9700;26263;86790
"35062 MOGI DAS CRUZES";159;124;162;173;260;367;468;570;577;635;630;685;1484;6294
"35063 SANTOS";176;193;232;252;348;526;642;864;960;1066;1116;1280;3082;10737
"Total";4255;4661;5580;6614;8838;12057;15845;20033;22224;24300;26674;30085;76805;257971
