"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35023 BOTUCATU";23;40;40;41;44;60;74;78;93;111;102;124;210;1040
"35024 ARARAQUARA";35;44;51;69;76;87;110;154;161;211;217;245;399;1859
"35025 SAO CARLOS";24;18;26;39;31;50;58;71;117;100;110;134;245;1023
"35026 RIO CLARO";20;26;22;31;39;38;47;74;96;111;132;148;239;1023
"35027 LIMEIRA";69;56;63;82;94;104;133;161;188;170;220;226;327;1893
"35028 PIRACICABA";73;76;82;75;91;101;121;160;217;228;245;240;375;2084
"35029 PIRASSUNUNGA";12;17;24;21;21;31;31;44;57;65;68;70;130;591
"35030 SAO JOAO DA BOA VISTA";42;33;61;68;62;90;124;145;187;207;241;245;391;1896
"35031 MOJI MIRIM";44;27;47;58;51;54;81;80;116;126;137;153;230;1204
"35032 CAMPINAS";259;274;303;316;359;456;589;655;771;767;853;825;1298;7725
"35033 AMPARO";11;13;21;21;18;23;39;60;74;54;106;140;187;767
"35034 DRACENA";19;14;18;18;12;28;32;26;62;62;61;71;109;532
"35035 ADAMANTINA";14;13;16;25;22;25;50;37;86;91;86;91;180;736
"35036 PRESIDENTE PRUDENTE";63;69;66;91;90;136;147;204;229;220;259;277;398;2249
"35037 TUPA";16;15;12;15;27;22;29;43;47;64;68;92;130;580
"35038 MARILIA";48;56;74;79;96;99;136;162;183;187;186;210;313;1829
"35039 ASSIS";33;34;34;40;42;68;58;79;94;119;113;113;216;1043
"35040 OURINHOS";31;33;42;42;56;85;84;134;132;130;148;182;270;1369
"35041 ITAPEVA";23;31;34;30;53;49;65;97;105;119;131;129;170;1036
"35042 ITAPETININGA";18;25;28;32;36;34;50;68;87;79;84;83;119;743
"35043 TATUI";19;22;17;33;25;47;45;55;64;75;90;98;135;725
"35044 CAPAO BONITO";10;14;21;19;20;26;42;44;48;54;66;63;58;485
"35045 PIEDADE";29;20;20;19;27;28;38;42;51;58;60;71;79;542
"35046 SOROCABA";146;134;157;217;194;251;320;372;445;508;476;465;755;4440
"35047 JUNDIAI";69;77;89;93;95;153;182;192;233;232;281;234;381;2311
"35048 BRAGANCA PAULISTA";45;48;78;68;79;96;124;142;174;158;227;226;350;1815
"35049 CAMPOS DO JORDAO";10;11;18;7;17;25;28;33;34;40;36;40;38;337
"35050 SAO JOSE DOS CAMPOS";147;149;209;206;225;268;324;326;407;437;487;451;669;4305
"35051 GUARATINGUETA";62;57;71;99;91;110;136;166;195;197;251;207;342;1984
"35052 BANANAL";6;4;-;2;5;6;6;10;12;12;23;11;24;121
"35053 PARAIBUNA/PARAITINGA";9;8;8;10;11;11;12;26;27;28;35;39;46;270
"35054 CARAGUATATUBA";36;40;39;40;44;35;45;35;47;51;56;47;101;616
"35055 REGISTRO";59;65;68;61;52;66;87;61;80;88;121;96;175;1079
"35056 ITANHAEM";36;24;17;18;18;34;35;28;29;27;34;25;42;367
"35057 OSASCO";178;175;171;192;144;190;209;236;252;245;238;221;259;2710
"35058 FRANCO DA ROCHA";38;39;35;46;51;43;46;61;83;61;82;63;90;738
"35059 GUARULHOS";174;158;197;168;200;242;217;250;316;291;288;267;375;3143
"35060 ITAPECERICA DA SERRA";104;74;113;108;125;135;167;172;196;238;231;216;325;2204
"35061 SAO PAULO";2736;2689;3029;3154;3476;3960;4517;5564;6285;6187;6598;6076;9836;64107
"35062 MOGI DAS CRUZES";149;142;187;161;188;212;250;294;321;291;334;277;431;3237
"35063 SANTOS";283;254;278;321;352;399;504;618;631;676;708;719;1078;6821
"Total";5773;5770;6644;7087;7760;9228;10996;13175;15247;15636;17030;16470;26195;157011
