"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";9;20;11;25;22;38;33;47;69;73;84;85;169;685
"35002 FERNANDOPOLIS";8;13;13;9;16;24;37;30;47;46;57;54;96;450
"35003 VOTUPORANGA";7;14;24;16;19;37;35;47;53;70;66;67;126;581
"35004 SAO JOSE DO RIO PRETO";101;105;79;102;155;164;266;270;332;334;399;381;608;3296
"35005 CATANDUVA";21;17;30;38;33;46;75;89;80;99;114;129;201;972
"35006 AURIFLAMA";3;3;1;7;1;9;7;8;20;13;18;25;35;150
"35007 NHANDEARA";2;3;3;4;6;10;24;14;22;35;27;23;57;230
"35008 NOVO HORIZONTE";-;2;6;4;8;11;10;18;19;30;32;39;70;249
"35009 BARRETOS";16;20;24;33;35;45;54;71;77;102;93;97;146;813
"35010 SAO JOAQUIM DA BARRA";17;25;23;21;36;32;43;65;56;76;80;77;123;674
"35011 ITUVERAVA";7;4;11;15;19;21;30;34;33;43;37;63;73;390
"35012 FRANCA";27;44;54;49;60;75;88;94;121;108;138;128;233;1219
"35013 JABOTICABAL";33;39;45;34;65;70;69;93;123;148;168;177;346;1410
"35014 RIBEIRAO PRETO";105;140;178;208;212;271;288;357;440;405;410;433;671;4118
"35015 BATATAIS";12;7;8;4;12;25;24;30;32;43;44;46;99;386
"35016 ANDRADINA";11;16;26;35;26;42;45;49;62;83;110;105;145;755
"35017 ARACATUBA";26;37;42;45;51;54;88;88;77;116;135;137;226;1122
"35018 BIRIGUI";15;15;16;22;31;35;45;66;67;78;105;87;195;777
"35019 LINS";20;25;31;26;35;44;45;69;75;88;97;92;169;816
"35020 BAURU";45;47;59;75;86;93;148;169;187;238;269;241;443;2100
"35021 JAU";39;36;46;56;45;80;111;135;173;178;192;195;311;1597
"35022 AVARE";27;20;28;24;28;25;39;73;50;55;66;79;128;642
