15.Niigata.ken, Death Rates (period 5x1)     Last modified:2023-12-05, ver.004_004 JMD(IPSS)

   Year      Age       Female       Male         Total
   1947     0      0.084243     0.097805     0.091158
   1947     1-4    0.015840     0.016028     0.015935
   1947     5-9    0.003111     0.003334     0.003224
   1947    10-14   0.002191     0.001957     0.002072
   1947    15-19   0.005419     0.005002     0.005212
   1947    20-24   0.008097     0.008487     0.008279
   1947    25-29   0.008186     0.008628     0.008382
   1947    30-34   0.007494     0.008041     0.007746
   1947    35-39   0.007601     0.008374     0.007965
   1947    40-44   0.008307     0.010224     0.009251
   1947    45-49   0.009778     0.012645     0.011197
   1947    50-54   0.013568     0.020496     0.016975
   1947    55-59   0.018600     0.029237     0.023709
   1947    60-64   0.030401     0.047057     0.038013
   1947    65-69   0.045889     0.074814     0.058334
   1947    70-74   0.077268     0.105547     0.088474
   1947    75-79   0.119524     0.157717     0.132990
   1947    80-84   0.185682     0.213737     0.194292
   1947    85-89   0.239551     0.301734     0.257756
   1947    90-94   0.366473     0.390896     0.372715
   1947    95-99   0.605602     0.882786     0.699767
   1947   100-104  0.000000            .     0.000000
   1947   105-109  0.000000            .     0.000000
   1947   110+            .            .            .
   1948     0      0.067122     0.073928     0.070599
   1948     1-4    0.011480     0.012838     0.012168
   1948     5-9    0.002469     0.002662     0.002567
   1948    10-14   0.001750     0.001664     0.001706
   1948    15-19   0.004200     0.003779     0.003989
   1948    20-24   0.007289     0.007951     0.007604
   1948    25-29   0.007496     0.007787     0.007624
   1948    30-34   0.007100     0.007878     0.007457
   1948    35-39   0.007233     0.008056     0.007619
   1948    40-44   0.007800     0.009080     0.008426
   1948    45-49   0.009467     0.011674     0.010558
   1948    50-54   0.012453     0.016977     0.014678
   1948    55-59   0.018313     0.025469     0.021759
   1948    60-64   0.027731     0.044084     0.035219
   1948    65-69   0.046055     0.060849     0.052436
   1948    70-74   0.069521     0.094628     0.079524
   1948    75-79   0.105825     0.132476     0.115260
   1948    80-84   0.166693     0.189601     0.173816
   1948    85-89   0.236022     0.282644     0.248927
   1948    90-94   0.307249     0.373165     0.325400
   1948    95-99   0.823045     0.410537     0.704984
   1948   100-104  0.000000            .     0.000000
   1948   105-109  0.000000            .     0.000000
   1948   110+            .            .            .
   1949     0      0.064917     0.075245     0.070171
   1949     1-4    0.013830     0.013919     0.013875
   1949     5-9    0.002384     0.002624     0.002505
   1949    10-14   0.001404     0.001331     0.001367
   1949    15-19   0.003443     0.003269     0.003355
   1949    20-24   0.005733     0.006574     0.006139
   1949    25-29   0.006831     0.006465     0.006671
   1949    30-34   0.005863     0.006728     0.006257
   1949    35-39   0.005975     0.007406     0.006642
   1949    40-44   0.007123     0.007850     0.007475
   1949    45-49   0.008872     0.010139     0.009498
   1949    50-54   0.011405     0.015409     0.013377
   1949    55-59   0.016276     0.023639     0.019826
   1949    60-64   0.026300     0.037722     0.031557
   1949    65-69   0.042462     0.059305     0.049767
   1949    70-74   0.062422     0.085149     0.071502
   1949    75-79   0.097465     0.131596     0.109582
   1949    80-84   0.164373     0.178045     0.168705
   1949    85-89   0.238051     0.321724     0.260081
   1949    90-94   0.361411     0.441194     0.383560
   1949    95-99   0.555556     0.754006     0.608982
   1949   100-104  1.815431            .     1.815431
   1949   105-109  0.000000            .     0.000000
   1949   110+            .            .            .
   1950     0      0.052196     0.063680     0.058036
   1950     1-4    0.010857     0.011278     0.011071
   1950     5-9    0.002323     0.002354     0.002338
   1950    10-14   0.001359     0.001143     0.001250
   1950    15-19   0.002651     0.002490     0.002569
   1950    20-24   0.004769     0.004939     0.004852
   1950    25-29   0.004989     0.006200     0.005527
   1950    30-34   0.005297     0.005541     0.005408
   1950    35-39   0.005487     0.005520     0.005502
   1950    40-44   0.006329     0.007116     0.006707
   1950    45-49   0.008356     0.010009     0.009171
   1950    50-54   0.009821     0.015403     0.012571
   1950    55-59   0.015633     0.023513     0.019440
   1950    60-64   0.024754     0.035038     0.029519
   1950    65-69   0.040744     0.061367     0.049712
   1950    70-74   0.064380     0.088350     0.073979
   1950    75-79   0.104474     0.132763     0.114599
   1950    80-84   0.159020     0.200740     0.172319
   1950    85-89   0.230657     0.271634     0.241508
   1950    90-94   0.349457     0.452673     0.377123
   1950    95-99   0.396727     0.842993     0.481734
   1950   100-104  0.000000     0.000000     0.000000
   1950   105-109  0.000000            .     0.000000
   1950   110+            .            .            .
   1951     0      0.051329     0.061935     0.056727
   1951     1-4    0.009462     0.009834     0.009651
   1951     5-9    0.001756     0.001992     0.001875
   1951    10-14   0.001228     0.000966     0.001096
   1951    15-19   0.001807     0.001746     0.001776
   1951    20-24   0.003463     0.003237     0.003352
   1951    25-29   0.003863     0.003968     0.003911
   1951    30-34   0.004511     0.004088     0.004322
   1951    35-39   0.004507     0.004793     0.004639
   1951    40-44   0.005734     0.006073     0.005895
   1951    45-49   0.007050     0.008541     0.007784
   1951    50-54   0.009630     0.013582     0.011575
   1951    55-59   0.014414     0.021745     0.017960
   1951    60-64   0.023525     0.034050     0.028432
   1951    65-69   0.037578     0.057518     0.046264
   1951    70-74   0.065708     0.089489     0.075264
   1951    75-79   0.097205     0.126125     0.107652
   1951    80-84   0.163190     0.202381     0.175623
   1951    85-89   0.241034     0.225997     0.236937
   1951    90-94   0.421582     0.454698     0.429727
   1951    95-99   0.183072     0.392450     0.216136
   1951   100-104  0.000000     0.000000     0.000000
   1951   105-109  0.000000            .     0.000000
   1951   110+     0.000000            .     0.000000
   1952     0      0.048211     0.053730     0.051026
   1952     1-4    0.006912     0.007025     0.006969
