"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";15213;14938;13006;11231;9224;7496;6556;5980;5684;4250;2853;2049;2031;100511
"33002 SANTO ANTONIO DE PADUA";10047;9631;8394;7256;6376;5240;4723;4014;3736;3021;2106;1538;1443;67525
"33003 CAMPOS DOS GOYTACAZES";45009;44091;39138;32538;27455;21993;19652;16569;14699;10411;7474;5282;4904;289215
"33004 MACAE";12454;13322;12405;9855;7612;5615;4720;3760;3312;2277;1675;1170;1140;79317
"33005 TRES RIOS";12543;12301;11189;9617;8150;6194;5496;4607;4186;2876;1977;1360;1213;81709
"33006 CANTAGALO-CORDEIRO";5252;4981;4295;3839;3296;2675;2238;1911;1667;1359;973;637;567;33690
"33007 NOVA FRIBURGO";20314;20049;18711;16306;14162;10600;8689;7077;6759;4962;3289;2277;1851;135046
"33008 SANTA MARIA MADALENA";2678;2441;2134;1794;1488;1319;1132;1031;1007;751;509;387;335;17006
"33009 BACIA DE SAO JOAO";5139;4763;4202;3383;2744;2028;1868;1618;1439;1094;763;536;463;30040
"33010 LAGOS";24909;24589;22207;18287;14854;11507;9597;8108;6840;4833;3031;2118;1985;152865
"33011 VALE DO PARAIBA FLUMINENSE";50869;53621;50989;44446;34939;25234;20652;17479;14929;10828;6656;4056;3161;337859
"33012 BARRA DO PIRAI";13347;13977;12704;10903;9007;7130;6268;5451;4899;3651;2493;1722;1544;93096
"33013 BAIA DA ILHA GRANDE";10489;10652;10390;8801;6767;4724;3819;2876;2230;1606;1056;710;587;64707
"33014 VASSOURAS";12423;12538;11611;9471;8224;6495;5796;5014;4611;3324;2194;1533;1291;84525
"33015 SERRANA";37517;36285;33098;29703;25658;19783;16944;14427;12830;9547;6272;4232;3545;249841
"33016 MACACU-CACERIBU";8149;7673;6749;5684;4972;3748;3187;2681;2566;1915;1219;833;852;50228
"33017 ITAGUAI";12825;11924;11344;9705;7823;5761;4995;3989;3522;2505;1638;1068;898;77997
"33018 RIO DE JANEIRO";878175;895316;848999;766614;645230;497863;440200;379341;337706;243787;161018;106938;95994;6297181
"Total";1177352;1193092;1121565;999433;837981;645405;566532;485933;432622;312997;207196;138446;123804;8242358
