"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";15270;14488;14611;12995;11174;8870;7248;6389;5648;5161;3451;2251;2383;109939
"33002 SANTO ANTONIO DE PADUA";9314;8818;8993;7920;6914;5813;4954;4291;3743;3237;2293;1559;1671;69520
"33003 CAMPOS DOS GOYTACAZES";43922;40380;41760;37417;31089;25413;20948;17822;15419;12761;8164;5487;5724;306306
"33004 MACAE";13969;13488;14625;12881;10612;7601;5740;4596;3726;2979;2009;1333;1462;95021
"33005 TRES RIOS";11608;11246;11415;10196;8972;7228;5878;4723;4190;3444;2255;1428;1399;83982
"33006 CANTAGALO-CORDEIRO";5065;4713;4738;4146;3689;2985;2524;2008;1760;1433;1071;765;736;35633
"33007 NOVA FRIBURGO";19037;18264;18568;16946;14962;12075;9370;7433;6321;5558;3911;2388;2294;137127
"33008 SANTA MARIA MADALENA";2487;2348;2292;2013;1675;1404;1239;1086;968;859;589;396;430;17786
"33009 BACIA DE SAO JOAO";6537;5864;5700;5166;4218;3301;2520;2155;1792;1541;966;690;665;41115
"33010 LAGOS";29080;27670;28372;25066;20604;15814;12996;10319;9137;6896;4357;2559;2703;195573
"33011 VALE DO PARAIBA FLUMINENSE";51837;49148;52954;49802;43485;32817;24259;18846;16344;12882;8680;5119;4285;370458
"33012 BARRA DO PIRAI";13082;12091;13595;12113;10831;8483;6885;5637;5055;4230;2890;1893;1934;98719
"33013 BAIA DA ILHA GRANDE";11472;10394;10614;9900;8203;6085;4545;3287;2592;1815;1280;784;706;71677
"33014 VASSOURAS";12102;11836;12129;11119;9218;7609;6143;5215;4614;3984;2541;1636;1542;89688
"33015 SERRANA";36102;34924;35454;31660;28747;23829;18711;15183;13248;10876;7671;4774;4497;265676
"33016 MACACU-CACERIBU";8629;7650;7356;6701;5852;4775;3663;3016;2554;2163;1438;921;962;55680
"33017 ITAGUAI";13484;12331;12095;11203;9648;7498;5715;4667;4019;3085;1994;1157;1162;88058
"33018 RIO DE JANEIRO";883591;836192;855711;801620;722135;589128;465324;385992;336018;279766;191412;115726;112256;6574871
"Total";1186588;1121845;1150982;1068864;952028;770728;608662;502665;437148;362670;246972;150866;146811;8706829
