"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";15466;14672;14798;13162;11318;8983;7340;6471;5718;5225;3496;2280;2413;111342
"33002 SANTO ANTONIO DE PADUA";9337;8843;9022;7944;6933;5830;4970;4303;3752;3247;2300;1564;1676;69721
"33003 CAMPOS DOS GOYTACAZES";44271;40700;42091;37714;31333;25611;21112;17962;15540;12863;8229;5531;5768;308725
"33004 MACAE";14401;13906;15081;13284;10943;7838;5914;4735;3841;3071;2071;1372;1505;97962
"33005 TRES RIOS";11648;11284;11454;10229;9001;7250;5897;4738;4204;3453;2262;1432;1404;84256
"33006 CANTAGALO-CORDEIRO";5103;4749;4773;4178;3718;3009;2543;2022;1773;1443;1078;770;741;35900
"33007 NOVA FRIBURGO";19117;18339;18644;17015;15022;12123;9407;7463;6346;5580;3926;2398;2303;137683
"33008 SANTA MARIA MADALENA";2483;2343;2288;2011;1673;1401;1238;1084;966;858;588;395;429;17757
"33009 BACIA DE SAO JOAO";6733;6042;5873;5326;4348;3401;2595;2219;1843;1586;993;710;683;42352
"33010 LAGOS";30204;28743;29468;26041;21403;16418;13491;10712;9480;7151;4517;2653;2801;203082
"33011 VALE DO PARAIBA FLUMINENSE";52563;49823;53679;50479;44071;33263;24591;19102;16564;13056;8801;5191;4346;375529
"33012 BARRA DO PIRAI";13194;12197;13713;12219;10927;8556;6943;5683;5097;4265;2914;1908;1948;99564
"33013 BAIA DA ILHA GRANDE";11710;10604;10829;10102;8373;6209;4639;3355;2648;1855;1309;802;722;73157
"33014 VASSOURAS";12214;11947;12241;11222;9302;7680;6200;5263;4656;4019;2564;1651;1554;90513
"33015 SERRANA";36451;35261;35799;31967;29028;24062;18893;15331;13377;10983;7747;4822;4542;268263
"33016 MACACU-CACERIBU";8716;7727;7430;6767;5910;4824;3700;3047;2580;2185;1453;930;971;56240
"33017 ITAGUAI";13773;12598;12355;11443;9855;7659;5840;4769;4107;3152;2038;1181;1187;89957
"33018 RIO DE JANEIRO";890506;842688;862181;807501;727320;593285;468567;388613;338216;281534;192570;116409;112888;6622278
"Total";1197890;1132466;1161719;1078604;960478;777402;613880;506872;440708;365526;248856;151999;147881;8784281
