"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";15344;15067;13121;11328;9304;7562;6612;6034;5734;4285;2879;2068;2048;101386
"33002 SANTO ANTONIO DE PADUA";10134;9713;8467;7319;6433;5285;4763;4049;3769;3045;2125;1552;1454;68108
"33003 CAMPOS DOS GOYTACAZES";45399;44474;39477;32819;27692;22184;19823;16712;14827;10502;7540;5328;4944;291721
"33004 MACAE";12562;13438;12512;9939;7679;5664;4761;3793;3341;2298;1689;1181;1150;80007
"33005 TRES RIOS";12652;12409;11287;9700;8221;6246;5542;4644;4224;2902;1994;1371;1224;82416
"33006 CANTAGALO-CORDEIRO";5296;5024;4331;3872;3326;2700;2256;1928;1680;1370;982;642;572;33979
"33007 NOVA FRIBURGO";20491;20222;18873;16446;14286;10692;8763;7138;6817;5004;3317;2298;1868;136215
"33008 SANTA MARIA MADALENA";2700;2463;2152;1809;1501;1332;1141;1039;1015;757;515;389;336;17149
"33009 BACIA DE SAO JOAO";5182;4803;4239;3413;2769;2046;1884;1632;1452;1105;769;540;468;30302
"33010 LAGOS";25124;24803;22399;18448;14980;11609;9681;8180;6897;4872;3057;2136;2003;154189
"33011 VALE DO PARAIBA FLUMINENSE";51310;54085;51430;44833;35243;25451;20829;17632;15057;10921;6713;4090;3188;340782
"33012 BARRA DO PIRAI";13463;14097;12813;10999;9085;7191;6322;5499;4941;3683;2514;1736;1556;93899
"33013 BAIA DA ILHA GRANDE";10581;10744;10478;8877;6827;4765;3853;2901;2250;1621;1066;717;593;65273
"33014 VASSOURAS";12529;12649;11711;9552;8295;6551;5846;5057;4651;3351;2213;1546;1302;85253
"33015 SERRANA";37843;36599;33383;29960;25880;19953;17090;14550;12941;9630;6327;4268;3577;252001
"33016 MACACU-CACERIBU";8220;7738;6808;5734;5016;3781;3214;2704;2587;1933;1229;839;858;50661
"33017 ITAGUAI";12935;12028;11443;9789;7892;5811;5037;4023;3552;2526;1653;1077;905;78671
"33018 RIO DE JANEIRO";885775;903062;856350;773252;650817;502175;444010;382626;340633;245900;162412;107868;96824;6351704
"Total";1187540;1203418;1131274;1008089;845246;650998;571427;490141;436368;315705;208994;139646;124870;8313716
