"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";14522;13543;11520;9985;8458;7038;6224;5474;5092;3893;2664;1872;1735;92020
"33002 SANTO ANTONIO DE PADUA";9454;8674;7561;6587;5864;4874;4426;3738;3393;2816;1938;1384;1240;61949
"33003 CAMPOS DOS GOYTACAZES";43142;39663;34488;29016;25148;20364;18187;14922;13164;9715;6901;4719;4295;263724
"33004 MACAE";10944;11086;10108;8051;6381;4803;4089;3232;2836;2028;1480;1014;959;67011
"33005 TRES RIOS";12034;11277;9980;8503;7328;5701;5094;4149;3665;2595;1767;1208;1061;74362
"33006 CANTAGALO-CORDEIRO";4885;4457;3822;3396;2925;2419;2047;1725;1498;1227;848;563;493;30305
"33007 NOVA FRIBURGO";18520;17691;16088;13821;11992;9210;7817;6277;5759;4351;2860;1936;1567;117889
"33008 SANTA MARIA MADALENA";2626;2285;1977;1706;1443;1296;1150;1006;937;759;498;362;297;16342
"33009 BACIA DE SAO JOAO";4537;4058;3513;2848;2398;1821;1673;1416;1258;971;677;455;388;26013
"33010 LAGOS";22158;21052;18715;15446;12755;9894;8291;6885;5763;4175;2642;1836;1687;131299
"33011 VALE DO PARAIBA FLUMINENSE";50230;49962;45310;38348;30831;23004;19110;15753;12986;9285;5661;3474;2712;306666
"33012 BARRA DO PIRAI";13255;12954;11484;9769;8256;6694;5939;5034;4404;3320;2228;1533;1346;86216
"33013 BAIA DA ILHA GRANDE";9388;9288;8766;7299;5642;4018;3230;2476;1909;1388;896;601;501;55402
"33014 VASSOURAS";11945;11443;10335;8462;7550;6033;5436;4595;4150;3040;1975;1362;1138;77464
"33015 SERRANA";35626;33581;30136;26535;23177;18255;15860;13243;11410;8575;5620;3683;3034;228735
"33016 MACACU-CACERIBU";7710;6989;6048;5081;4495;3489;3028;2515;2301;1764;1139;770;752;46081
"33017 ITAGUAI";11787;10701;9815;8233;6785;5097;4441;3550;3065;2230;1424;920;761;68809
"33018 RIO DE JANEIRO";866401;851515;780960;688142;593560;471411;419973;349922;300496;219478;145342;95807;84131;5867138
"Total";1149164;1120219;1020626;891228;764988;605421;536015;445912;384086;281610;186560;123499;108097;7617425
