"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";14024;11840;9567;8366;7563;6589;5946;4867;4332;3471;2465;1659;1317;82006
"33002 SANTO ANTONIO DE PADUA";8880;7473;6514;5766;5270;4477;4126;3446;2975;2601;1744;1190;961;55423
"33003 CAMPOS DOS GOYTACAZES";42189;34297;28494;24625;22574;18672;16652;12928;11265;9035;6282;4015;3492;234520
"33004 MACAE";9598;8601;7436;5967;5045;3975;3477;2699;2349;1829;1313;862;760;53911
"33005 TRES RIOS";11858;10207;8534;7134;6378;5203;4713;3624;3005;2269;1520;1023;867;66335
"33006 CANTAGALO-CORDEIRO";4543;3841;3252;2859;2474;2129;1845;1512;1301;1079;691;470;396;26392
"33007 NOVA FRIBURGO";17050;15239;13093;10876;9424;7688;7021;5470;4586;3705;2385;1538;1225;99300
"33008 SANTA MARIA MADALENA";2566;2058;1749;1584;1382;1272;1186;976;837;783;481;326;241;15441
"33009 BACIA DE SAO JOAO";3913;3229;2663;2203;2017;1624;1484;1192;1057;842;588;355;293;21460
"33010 LAGOS";19695;17232;14758;12242;10507;8166;6918;5515;4535;3476;2246;1540;1350;108180
"33011 VALE DO PARAIBA FLUMINENSE";51938;46679;38442;30412;25761;20588;17616;13770;10501;7249;4329;2701;2120;272106
"33012 BARRA DO PIRAI";13655;11795;9937;8295;7355;6248;5640;4551;3765;2908;1883;1281;1076;78389
"33013 BAIA DA ILHA GRANDE";8471;7942;6954;5542;4341;3245;2571;2054;1564;1160;715;478;406;45443
"33014 VASSOURAS";11761;10197;8738;7210;6813;5562;5119;4131;3592;2719;1708;1150;935;69635
"33015 SERRANA";34339;30844;26794;22656;20257;16666;14877;11962;9641;7400;4824;2962;2341;205563
"33016 MACACU-CACERIBU";7320;6159;5146;4303;3898;3211;2898;2347;1962;1590;1055;699;621;41209
"33017 ITAGUAI";10946;9481;8028;6426;5581;4382;3862;3093;2543;1945;1174;745;594;58800
"33018 RIO DE JANEIRO";886063;816953;702711;588165;533879;448113;404654;316026;251400;188280;125337;81254;67841;5410676
"Total";1158809;1054067;902810;754631;680519;567810;510605;400163;321210;242341;160740;104248;86836;6944789
