"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"33001 ITAPERUNA";14952;15761;15812;15575;14021;14499;14327;11976;10105;7662;5747;4145;5511;150093
"33002 SANTO ANTONIO DE PADUA";9182;9243;9574;9429;8809;8949;9065;7538;6332;5234;3975;2874;3787;93991
"33003 CAMPOS DOS GOYTACAZES";49981;50067;50253;46951;41027;41324;39616;34030;26871;20544;15050;11028;12570;439312
"33004 MACAE";25148;27896;29119;25424;20081;18495;17205;13975;10015;6981;4612;3175;3518;205644
"33005 TRES RIOS";12346;12642;12277;11991;10998;11346;10777;9699;7730;6013;4151;2991;3564;116525
"33006 CANTAGALO-CORDEIRO";4823;4780;5066;4814;4530;4643;4390;3750;3216;2540;1854;1308;1709;47423
"33007 NOVA FRIBURGO";17660;18321;18758;18838;17145;17698;16779;14852;12489;9619;6913;4748;6140;179960
"33008 SANTA MARIA MADALENA";2220;2175;2192;2182;2123;2225;2093;1828;1544;1157;913;675;856;22183
"33009 BACIA DE SAO JOAO";15347;16273;17489;16667;14274;13091;11684;9561;7265;4907;3285;2325;2449;134617
"33010 LAGOS";48104;45685;46292;45272;41557;41452;40328;34779;27612;21018;15052;10451;10660;428262
"33011 VALE DO PARAIBA FLUMINENSE";54200;57081;58471;55291;49008;48991;49549;44503;35347;25837;16994;12137;14159;521568
"33012 BARRA DO PIRAI";13525;13817;13785;13437;12195;12471;12771;11434;9318;7196;5128;3699;4721;133497
"33013 BAIA DA ILHA GRANDE";19026;19369;20617;19774;16458;15342;13341;11637;8477;6121;3853;2492;2554;159061
"33014 VASSOURAS";13795;13477;13351;12715;12255;12563;12159;10482;8168;6456;4673;3379;4200;127673
"33015 SERRANA";38974;38199;37818;37671;35281;35718;33252;29304;24347;19779;13939;10193;12081;366556
"33016 MACACU-CACERIBU";9155;9236;9216;9220;8647;7960;7441;6302;5177;3894;2757;1952;2340;83297
"33017 ITAGUAI";20296;20729;20178;19434;17523;16373;14632;13141;10132;7341;4842;3354;3445;171420
"33018 RIO DE JANEIRO";928636;956535;997658;961600;862857;811701;774236;700392;575455;442973;309054;230737;286184;8838018
"Total";1297370;1331286;1377926;1326285;1188789;1134841;1083645;969183;789600;605272;422792;311663;380448;12219100
