"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"33001 ITAPERUNA";16996;15416;13946;14460;13618;11621;9664;7692;6359;5477;4440;3597;2818;126104
"33002 SANTO ANTONIO DE PADUA";10748;9795;8968;9274;8791;7514;6331;5323;4432;3763;2983;2456;1998;82376
"33003 CAMPOS DOS GOYTACAZES";51268;45311;40265;41356;39465;33330;27076;21961;17714;14814;11339;8575;6717;359191
"33004 MACAE";20254;18097;16059;16196;15492;12596;9355;6807;4983;3993;2905;2221;1741;130699
"33005 TRES RIOS";13126;12141;11290;11638;11089;9742;7987;6252;4861;4051;3139;2481;1886;99683
"33006 CANTAGALO-CORDEIRO";5455;5011;4586;4670;4303;3741;3154;2541;2003;1666;1340;1079;890;40439
"33007 NOVA FRIBURGO";20338;19235;17847;18237;17278;15071;12505;9846;7520;6095;4907;3966;2935;155780
"33008 SANTA MARIA MADALENA";2607;2301;2139;2206;2079;1796;1512;1254;1064;909;732;571;472;19642
"33009 BACIA DE SAO JOAO";10610;9544;8438;8265;7680;6365;5009;3825;2890;2393;1780;1336;1006;69141
"33010 LAGOS";39576;36534;33758;34099;32070;26841;21434;17113;13403;10737;7774;5584;4025;282948
"33011 VALE DO PARAIBA FLUMINENSE";60087;54501;49362;51201;50849;44400;35217;25971;19201;15734;11868;9108;6219;433718
"33012 BARRA DO PIRAI";14665;13481;12295;12912;12830;11244;9315;7362;5729;4850;3838;3032;2331;113884
"33013 BAIA DA ILHA GRANDE";16896;15516;13524;13117;12218;10362;7837;5702;4014;2982;2035;1501;1145;106849
"33014 VASSOURAS";13532;12488;11908;12386;11879;10105;8231;6631;5262;4479;3577;2801;2048;105327
"33015 SERRANA";39894;38107;35828;36135;33895;29687;25200;20293;15772;13042;10147;7975;5916;311891
"33016 MACACU-CACERIBU";9682;9092;8152;7912;7300;6251;5126;4028;3072;2531;1996;1575;1169;67886
"33017 ITAGUAI";17934;16664;14858;14334;13347;11635;9297;7057;5264;4188;3068;2267;1570;121483
"33018 RIO DE JANEIRO";993261;947261;861269;848129;819631;731221;610396;480038;374310;317674;250343;197507;143997;7575037
"Total";1356929;1280495;1164492;1156527;1113814;983522;814646;639696;497853;419378;328211;257632;188883;10202078
