"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";13820;11145;8767;7704;7197;6405;5834;4620;4021;3297;2382;1571;1148;77911
"33002 SANTO ANTONIO DE PADUA";8647;6981;6086;5429;5025;4315;4003;3326;2803;2513;1663;1112;847;52750
"33003 CAMPOS DOS GOYTACAZES";41800;32111;26054;22835;21525;17982;16027;12115;10491;8757;6029;3728;3165;222619
"33004 MACAE";9051;7588;6346;5119;4501;3637;3228;2482;2151;1746;1246;801;679;48575
"33005 TRES RIOS";11785;9771;7946;6576;5992;5000;4559;3408;2736;2137;1419;948;788;63065
"33006 CANTAGALO-CORDEIRO";4404;3590;3020;2639;2289;2010;1763;1424;1221;1019;626;434;356;24795
"33007 NOVA FRIBURGO";16450;14241;11871;9674;8376;7068;6697;5141;4107;3438;2194;1373;1086;91716
"33008 SANTA MARIA MADALENA";2539;1958;1648;1530;1355;1261;1201;962;793;791;474;311;217;15040
"33009 BACIA DE SAO JOAO";3659;2892;2317;1940;1861;1544;1407;1100;975;789;552;315;254;19605
"33010 LAGOS";18691;15674;13145;10934;9591;7459;6357;4957;4033;3192;2083;1420;1211;98747
"33011 VALE DO PARAIBA FLUMINENSE";52633;45341;35645;27177;23693;19604;17006;12960;9488;6419;3787;2389;1879;258021
"33012 BARRA DO PIRAI";13818;11322;9308;7693;6987;6066;5519;4355;3505;2739;1741;1179;967;75199
"33013 BAIA DA ILHA GRANDE";8098;7393;6215;4826;3810;2930;2303;1882;1424;1066;641;427;367;41382
"33014 VASSOURAS";11686;9691;8089;6699;6512;5371;4989;3943;3364;2589;1598;1064;853;66448
"33015 SERRANA";33815;29728;25433;21074;19067;16018;14476;11439;8921;6922;4500;2667;2058;196118
"33016 MACACU-CACERIBU";7160;5820;4778;3987;3654;3097;2845;2279;1824;1519;1020;670;567;39220
"33017 ITAGUAI";10604;8983;7300;5690;5090;4092;3626;2907;2330;1828;1073;674;526;54723
"33018 RIO DE JANEIRO";894076;802864;670816;547410;509551;438614;398409;302210;231385;175562;117183;75319;61200;5224599
"Total";1162736;1027093;854784;698936;646076;552473;500249;381510;295572;226323;150211;96402;78168;6670533
