"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";13922;11491;9166;8034;7380;6497;5890;4743;4176;3382;2423;1615;1233;79952
"33002 SANTO ANTONIO DE PADUA";8760;7222;6293;5592;5142;4394;4063;3385;2886;2554;1702;1149;902;54044
"33003 CAMPOS DOS GOYTACAZES";41993;33202;27273;23729;22049;18326;16339;12521;10878;8896;6156;3872;3328;228562
"33004 MACAE";9325;8094;6891;5543;4772;3806;3353;2591;2251;1787;1280;831;719;51243
"33005 TRES RIOS";11821;9988;8239;6855;6184;5101;4636;3516;2870;2203;1469;985;828;64695
"33006 CANTAGALO-CORDEIRO";4474;3716;3137;2749;2382;2070;1804;1468;1261;1048;658;452;376;25595
"33007 NOVA FRIBURGO";16749;14740;12479;10274;8899;7377;6858;5305;4346;3571;2290;1454;1155;95497
"33008 SANTA MARIA MADALENA";2552;2008;1698;1556;1369;1267;1194;970;815;788;478;318;228;15241
"33009 BACIA DE SAO JOAO";3787;3059;2490;2071;1939;1584;1445;1145;1017;815;570;335;274;20531
"33010 LAGOS";19193;16451;13950;11588;10047;7812;6638;5234;4284;3333;2165;1479;1280;103454
"33011 VALE DO PARAIBA FLUMINENSE";52286;46010;37041;28792;24727;20096;17311;13363;9994;6832;4058;2544;2000;265054
"33012 BARRA DO PIRAI";13736;11558;9622;7994;7169;6157;5580;4453;3635;2823;1811;1230;1021;76789
"33013 BAIA DA ILHA GRANDE";8283;7667;6583;5184;4075;3088;2437;1967;1493;1113;678;453;386;43407
"33014 VASSOURAS";11724;9945;8412;6954;6661;5467;5055;4036;3477;2654;1653;1106;894;68038
"33015 SERRANA";34076;30285;26114;21863;19661;16342;14677;11700;9280;7161;4661;2814;2199;200833
"33016 MACACU-CACERIBU";7239;5989;4962;4145;3775;3154;2871;2313;1893;1554;1037;684;594;40210
"33017 ITAGUAI";10774;9231;7663;6057;5336;4237;3744;3000;2436;1886;1124;709;560;56757
"33018 RIO DE JANEIRO";890077;809897;686737;567751;521691;443354;401525;309106;241375;181910;121251;78281;64516;5317471
"Total";1160771;1040553;878750;726731;663258;560129;505420;390816;308367;234310;155464;100311;82493;6807373
