"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";14618;13867;11892;10293;8628;7125;6276;5588;5236;3975;2703;1914;1812;93927
"33002 SANTO ANTONIO DE PADUA";9560;8899;7756;6740;5974;4947;4482;3793;3471;2856;1974;1420;1292;63164
"33003 CAMPOS DOS GOYTACAZES";43323;40676;35619;29847;25634;20684;18478;15300;13524;9844;7017;4851;4446;269243
"33004 MACAE";11197;11557;10613;8445;6635;4960;4205;3333;2929;2066;1513;1043;997;69493
"33005 TRES RIOS";12067;11480;10253;8762;7507;5795;5165;4247;3791;2656;1815;1243;1098;75879
"33006 CANTAGALO-CORDEIRO";4948;4574;3929;3498;3011;2474;2086;1766;1535;1254;878;580;511;31044
"33007 NOVA FRIBURGO";18798;18154;16655;14377;12479;9498;7968;6430;5980;4474;2948;2013;1630;121404
"33008 SANTA MARIA MADALENA";2639;2332;2025;1732;1455;1301;1141;1012;959;755;501;371;309;16532
"33009 BACIA DE SAO JOAO";4655;4215;3673;2970;2470;1858;1709;1458;1296;995;693;473;406;26871
"33010 LAGOS";22625;21776;19463;16054;13181;10222;8551;7145;5996;4308;2719;1892;1752;135684
"33011 VALE DO PARAIBA FLUMINENSE";49909;50583;46606;39849;31792;23459;19392;16126;13458;9668;5912;3619;2825;313198
"33012 BARRA DO PIRAI";13179;13173;11776;10049;8427;6778;5995;5125;4526;3398;2294;1579;1398;87697
"33013 BAIA DA ILHA GRANDE";9561;9543;9109;7631;5887;4164;3354;2555;1974;1431;930;624;520;57283
"33014 VASSOURAS";11983;11675;10636;8698;7689;6122;5497;4682;4256;3099;2026;1402;1176;78941
"33015 SERRANA";35869;34099;30766;27267;23729;18557;16046;13484;11744;8797;5770;3820;3166;233114
"33016 MACACU-CACERIBU";7785;7146;6218;5229;4608;3541;3053;2546;2365;1797;1154;782;777;47001
"33017 ITAGUAI";11946;10932;10153;8575;7013;5233;4551;3637;3164;2284;1470;953;793;70704
"33018 RIO DE JANEIRO";862683;858053;795755;707048;604846;475816;422871;356332;309779;225377;149124;98559;87212;5953455
"Total";1147345;1132734;1042897;917064;780965;612534;540820;454559;395983;289034;191441;127138;112120;7744634
