"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35054 CARAGUATATUBA";9391;8451;7068;5818;4687;3665;3113;2544;2115;1626;1033;616;507;50634
"35055 REGISTRO";14594;12715;10688;9713;8545;6866;5974;4678;3744;2926;1818;1140;886;84287
"35056 ITANHAEM";6723;5960;5128;4647;3858;3165;3071;2507;2132;1689;1082;600;405;40967
"35057 OSASCO";101222;92269;74887;57523;46092;33963;27459;19696;14215;10077;5988;3439;2388;489218
"35058 FRANCO DA ROCHA";14376;13811;12166;9812;7853;6016;5010;3953;3103;2197;1312;811;534;80954
"35059 GUARULHOS";66099;61327;51545;40508;32967;24025;19653;14055;10276;7284;4271;2599;1868;336477
"35060 ITAPECERICA DA SERRA";38877;36997;31445;25075;19323;13797;10735;7660;5776;3985;2426;1404;1076;198576
"35061 SAO PAULO";1159097;1066465;869269;682180;585778;474481;423212;317442;240801;179803;117216;73225;56658;6245627
"35062 MOGI DAS CRUZES";56619;50445;42708;34515;29015;22368;18639;13878;10711;7847;5007;3014;2114;296880
"35063 SANTOS";95624;87392;72853;61013;54341;45221;40460;31619;24512;19069;12699;8235;6129;559167
"Total";2730481;2436032;2019320;1631335;1418247;1162319;1023572;784017;613187;466611;306424;194000;147682;14933227
