"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35044 CAPAO BONITO";13576;11664;10421;9540;8645;7248;6123;5214;4175;3400;2444;1741;1327;85518
"35045 PIEDADE";17939;15655;14241;13434;12454;10474;8415;7208;5612;4534;3285;2264;1676;117191
"35046 SOROCABA";120092;109829;97549;94296;88338;76095;60425;46232;34012;27478;20790;15843;12597;803576
"35047 JUNDIAI";57199;52738;47199;45426;42624;37723;30157;22899;17090;14074;10375;7868;6475;391847
"35048 BRAGANCA PAULISTA";44177;40739;36214;34229;32404;28466;23406;18873;14231;11619;9274;7152;5745;306529
"35049 CAMPOS DO JORDAO";6279;5974;5495;5258;4761;3978;3110;2451;1896;1515;1105;806;637;43265
"35050 SAO JOSE DOS CAMPOS";131654;120840;106476;102294;96972;85177;69757;52091;35927;27413;19627;14987;12371;875586
"35051 GUARATINGUETA";37388;33648;29682;29048;28433;25194;20319;16366;12183;9655;7454;5576;4699;259645
"35052 BANANAL";2348;2115;1899;1896;1789;1503;1220;1080;882;788;596;460;416;16992
"35053 PARAIBUNA/PARAITINGA";6384;5677;5364;5273;4891;4150;3525;3070;2702;2126;1650;1229;893;46934
"35054 CARAGUATATUBA";24976;23627;21142;19273;16805;14407;11683;8872;6491;4935;3553;2523;1994;160281
"35055 REGISTRO";23614;20855;17600;16631;15334;13320;11354;9379;7930;6355;4652;3406;2721;153151
"35056 ITANHAEM";18030;16317;14377;13246;12696;11909;10525;8764;7159;5700;4214;3124;2317;128378
"35057 OSASCO";173417;162040;144297;133981;117134;99561;78120;56787;37983;28102;18994;13317;9969;1073702
"35058 FRANCO DA ROCHA";42470;38239;33322;31244;27689;24073;19114;13515;8790;6154;4315;3082;2355;254362
"35059 GUARULHOS";124949;118082;109505;102157;88516;74504;58008;42293;28956;21687;14588;10399;7626;801270
"35060 ITAPECERICA DA SERRA";93416;86062;76159;69743;60446;51799;40362;29231;19295;13850;9204;6283;4884;560734
"35061 SAO PAULO";1290099;1238001;1122595;1056488;970374;853210;701571;541597;399139;327388;245559;194606;157747;9098374
"35062 MOGI DAS CRUZES";121195;109308;99355;94607;84350;71252;55418;40562;28004;21211;14816;10706;8197;758981
"35063 SANTOS";130561;123049;110756;106038;99854;88923;74553;58524;45610;38017;29308;22929;18433;946555
"Total";3792675;3540105;3190235;3048549;2820624;2468846;2016672;1565371;1168787;953876;715115;550695;444038;26275588
