"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35023 BOTUCATU";11068;8871;7437;6126;5933;5546;4976;4109;3616;2659;1842;1139;812;64134
"35024 ARARAQUARA";28633;24128;19082;15789;14781;13432;11693;9552;7137;6097;3998;2666;1950;158938
"35025 SAO CARLOS";17580;14437;11400;9330;8862;7806;7328;5505;4571;3802;2566;1629;1184;96000
"35026 RIO CLARO";13455;10946;9534;8097;7471;6698;6592;5289;4357;3486;2277;1561;1244;81007
"35027 LIMEIRA";33018;26883;21786;17139;15408;13439;12241;9074;6627;5226;3612;2187;1500;168140
"35028 PIRACICABA";31551;26898;22180;17351;16048;13903;13200;9583;7853;6335;4289;2572;1988;173751
"35029 PIRASSUNUNGA";10811;8646;7594;6101;5678;4979;4636;3581;2715;2090;1487;820;687;59825
"35030 SAO JOAO DA BOA VISTA";29560;23711;19143;15920;15483;13742;12902;9693;7918;6534;4169;2865;1968;163608
"35031 MOJI MIRIM";20888;17439;14147;11271;10232;8687;7930;5857;4724;3799;2611;1437;969;109991
"35032 CAMPINAS";133986;116383;91539;71162;62884;53292;47137;34261;26231;20597;12907;8029;5613;684021
"35033 AMPARO";10588;9151;7636;6215;5983;5205;5107;4260;3301;3019;1965;1167;1015;64612
"35034 DRACENA";10207;7582;6367;5831;5657;4944;4307;3088;2294;1962;1429;868;535;55071
"35035 ADAMANTINA";15487;11390;9871;9086;8746;7805;6778;4903;3909;3157;2019;1246;1057;85454
"35036 PRESIDENTE PRUDENTE";38430;30287;25826;22871;21274;18365;15312;11750;8626;7198;4722;2986;2210;209857
"35037 TUPA";9041;7011;5846;5341;4947;4314;3792;2954;2416;1810;1236;876;623;50207
"35038 MARILIA";22720;17832;14771;12324;11587;10722;9528;7274;5785;4532;3062;2027;1474;123638
"35039 ASSIS";16069;12880;11339;10119;9385;8230;7169;5989;4820;3817;2380;1568;1201;94966
"35040 OURINHOS";18122;15214;13111;11463;10527;9338;7970;6316;5311;4204;2769;1741;1317;107403
"35041 ITAPEVA";16913;13719;11150;9744;8857;7567;6497;5013;3903;3288;2036;1130;823;90640
"35042 ITAPETININGA";10595;8458;6823;5670;5323;4742;4167;3471;2917;2193;1336;915;715;57325
"35043 TATUI";10847;9033;7527;6407;6074;5316;5064;4038;3357;2618;1773;1080;767;63901
"35044 CAPAO BONITO";9660;7904;6776;6017;5298;4223;3619;2912;2391;1702;1165;588;354;52609
"35045 PIEDADE";9498;7538;6380;5602;5077;4319;3658;3038;2247;1919;1109;658;513;51556
"35046 SOROCABA";62250;52017;41892;33493;30308;26755;24052;18773;14417;11277;7461;4690;3069;330454
"35047 JUNDIAI";36366;31286;24816;19762;17568;14952;13054;9798;7526;5744;3803;2266;1851;188792
"35048 BRAGANCA PAULISTA";22900;18934;15929;13344;12089;10517;10002;7474;6401;4930;3515;2030;1484;129549
"35049 CAMPOS DO JORDAO";4281;3199;2687;2283;2098;1630;1575;1209;1008;635;406;200;220;21431
"35050 SAO JOSE DOS CAMPOS";77690;69808;55357;40998;33631;26502;23370;17477;13855;10118;6635;3985;3426;382852
"35051 GUARATINGUETA";28734;22684;18699;15329;13459;11602;10534;8129;6583;5461;3342;2041;1580;148177
"35052 BANANAL";2004;1397;1225;1140;1113;915;815;765;591;434;366;209;189;11163
"35053 PARAIBUNA/PARAITINGA";5104;3966;3446;3299;2908;2660;2347;1883;1566;1161;795;534;327;29996
"35054 CARAGUATATUBA";8366;7410;6125;4940;4027;3191;2725;2316;1944;1446;831;461;437;44219
"35055 REGISTRO";14044;12085;10045;9240;8175;6506;5607;4418;3347;2779;1595;1049;826;79716
"35056 ITANHAEM";6117;5317;4489;4043;3375;2739;2730;2192;1701;1468;926;516;294;35907
"35057 OSASCO";96348;86789;67971;50286;40778;30419;25321;17783;12551;8986;5278;3050;1977;447537
"35058 FRANCO DA ROCHA";12601;12107;10270;7890;6437;5161;4536;3620;2731;1895;1166;763;391;69568
"35059 GUARULHOS";61845;56919;46592;35280;29151;21409;18043;12502;8860;6515;3657;2187;1555;304515
"35060 ITAPECERICA DA SERRA";35056;33357;27496;21035;16157;11694;9493;6520;4935;3433;2110;1112;797;173195
"35061 SAO PAULO";1165447;1051454;831535;634376;553200;456648;413914;305769;221771;167781;109529;67047;49811;6028282
"35062 MOGI DAS CRUZES";52268;45387;37318;29488;25500;20190;17253;12395;9439;6983;4495;2631;1589;264936
"35063 SANTOS";94514;84575;68465;56215;51411;43271;38803;30037;22070;17581;11895;7600;5306;531743
"Total";2679953;2331690;1877888;1484908;1318788;1101808;984665;737896;558866;433235;283259;175153;128041;14096150
