"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12378;10759;9814;8738;7842;6746;5919;4849;3911;2996;2062;1365;1089;78468
"35002 FERNANDOPOLIS";8584;7573;6903;6058;5348;4491;3843;3077;2609;1976;1339;919;698;53418
"35003 VOTUPORANGA";10072;8971;8072;7104;6427;5307;4694;3727;3081;2377;1613;1060;830;63335
"35004 SAO JOSE DO RIO PRETO";46377;42816;38160;32572;28563;24165;21178;17389;14602;10911;7503;5016;4174;293426
"35005 CATANDUVA";15257;13741;11933;10361;9158;7693;7066;5961;5080;3961;2678;1758;1474;96121
"35006 AURIFLAMA";3934;3548;3026;2669;2440;1947;1717;1386;1107;864;559;365;319;23881
"35007 NHANDEARA";5108;4561;4150;3655;3360;2847;2530;2034;1767;1340;945;641;543;33481
"35008 NOVO HORIZONTE";6089;5469;4760;4188;3722;3119;2800;2378;1977;1545;1049;686;556;38338
"35009 BARRETOS";9560;8722;7732;6632;5808;4986;4359;3612;3086;2282;1687;1077;908;60451
"35010 SAO JOAQUIM DA BARRA";14903;13403;11878;9839;8589;6881;5798;4651;3858;2884;1921;1253;964;86822
"35011 ITUVERAVA";6982;6089;5668;4791;4348;3569;3131;2488;2078;1623;1073;713;609;43162
"35012 FRANCA";25175;22575;19660;16192;14008;10923;9279;7353;5922;4276;2898;1889;1555;141705
"35013 JABOTICABAL";29362;26459;23150;19448;16833;13686;12266;10222;8689;6710;4551;3099;2552;177027
"35014 RIBEIRAO PRETO";60814;57726;50990;43092;36392;29320;25434;20550;17212;12891;8594;5799;4718;373532
"35015 BATATAIS";7423;6771;6027;5141;4529;3728;3258;2738;2370;1791;1216;840;665;46497
"35016 ANDRADINA";14785;12961;11583;10097;8916;7363;6186;5056;4119;3200;2197;1483;1204;89150
"35017 ARACATUBA";18277;16845;14821;12662;11102;9022;7927;6529;5371;4198;2841;1894;1618;113107
"35018 BIRIGUI";17691;15455;13408;11608;10125;8577;7406;6125;5034;3867;2633;1754;1453;105136
"35019 LINS";11516;10001;8795;7593;6824;5906;5359;4586;3991;3038;2109;1396;1186;72300
"35020 BAURU";36968;34130;29849;25382;21853;18188;15981;13629;11514;8807;5844;3981;3221;229347
"35021 JAU";22644;20811;17982;15116;13049;10903;9946;8488;7442;5614;3846;2650;2218;140709
"35022 AVARE";10505;9576;8418;7335;6227;5034;4409;3822;3183;2470;1655;1097;881;64612
"35023 BOTUCATU";12219;10889;9830;8280;7443;6211;5579;4936;4176;3301;2337;1596;1303;78100
"35024 ARARAQUARA";32119;30245;26060;22136;18775;15519;13653;11475;9710;7434;5054;3388;2858;198426
"35025 SAO CARLOS";18933;17378;15245;12859;11178;9128;8282;6899;6069;4644;3264;2234;1970;118083
"35026 RIO CLARO";14404;13401;12159;10287;9072;7698;7038;5989;5382;4198;2919;1996;1631;96174
"35027 LIMEIRA";36618;33576;29522;24538;20319;16334;14160;11453;9619;7009;4523;2927;2283;212881
"35028 PIRACICABA";34442;32576;28521;24092;20666;16695;14524;12078;10479;7837;5453;3553;2877;213793
"35029 PIRASSUNUNGA";11744;10936;9741;8109;7080;5858;5232;4384;3704;2800;1880;1221;934;73623
"35030 SAO JOAO DA BOA VISTA";30497;27318;24324;20835;18175;15073;13672;11662;10237;7830;5307;3646;2830;191406
"35031 MOJI MIRIM";23314;21427;18913;15916;13419;10711;9287;7528;6330;4742;3186;2104;1691;138568
