"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35032 CAMPINAS";153579;145828;127807;106407;86741;67860;57562;45830;37227;27478;17964;11725;9294;895302
"35033 AMPARO";11251;10400;9507;8192;7294;5915;5646;4827;4284;3444;2453;1605;1333;76151
"35034 DRACENA";9816;8209;7433;6529;5876;5125;4613;3733;3098;2392;1606;1076;873;60379
"35035 ADAMANTINA";14343;12053;10753;9630;8679;7728;6827;5722;4782;3634;2548;1641;1396;89736
"35036 PRESIDENTE PRUDENTE";43416;37870;32435;27949;24319;20685;17638;14438;11610;8929;5865;3878;3275;252307
"35037 TUPA";9123;7888;6903;6047;5316;4628;4090;3502;2888;2275;1489;1051;899;56099
"35038 MARILIA";23582;20748;18445;15798;13654;11626;10140;8624;7413;5630;3797;2528;2056;144041
"35039 ASSIS";18428;16510;14567;12602;10917;9357;8268;6984;5916;4568;3145;2031;1757;115050
"35040 OURINHOS";19457;17844;15654;13973;12333;10513;9005;7595;6381;4913;3428;2262;1885;125243
"35041 ITAPEVA";17685;15684;13523;11681;9862;8150;6997;5939;4853;3697;2468;1529;1171;103239
"35042 ITAPETININGA";11159;10022;8855;7533;6426;5349;4575;4003;3399;2629;1819;1161;928;67858
"35043 TATUI";12774;11705;10364;8911;7793;6546;5774;5042;4256;3348;2314;1451;1144;81422
"35044 CAPAO BONITO";10877;9302;8030;6917;6042;4935;4150;3497;2783;2144;1380;830;571;61458
"35045 PIEDADE";11610;10073;8700;7239;6267;5244;4475;3769;3074;2339;1448;887;693;65818
"35046 SOROCABA";72169;67571;59004;48900;40616;32818;27898;23283;19243;14397;9626;6063;4734;426322
"35047 JUNDIAI";38653;36274;32140;27027;22426;17783;15175;12161;10019;7469;4945;3152;2522;229746
"35048 BRAGANCA PAULISTA";26276;24019;21410;18348;15842;12739;11409;9481;8370;6299;4291;2754;2238;163476
"35049 CAMPOS DO JORDAO";4850;4201;3572;2985;2526;1986;1783;1442;1189;883;571;335;256;26579
"35050 SAO JOSE DOS CAMPOS";87189;84035;74006;61804;49217;36280;29042;22506;18547;13643;8997;5834;4730;495830
"35051 GUARATINGUETA";29391;26614;23403;19678;16714;13502;11569;9613;8059;6178;4090;2736;2194;173741
"35052 BANANAL";2030;1699;1489;1230;1153;951;912;751;683;521;371;259;211;12260
"35053 PARAIBUNA/PARAITINGA";5562;4804;4071;3560;3145;2853;2536;2147;1883;1433;916;578;425;33913
"35054 CARAGUATATUBA";11639;10658;9218;7824;6143;4691;3870;3202;2726;1998;1282;811;681;64743
"35055 REGISTRO";15781;14063;12172;10829;9358;7662;6659;5357;4435;3361;2162;1378;1126;94343
"35056 ITANHAEM";8153;7368;6576;5989;4948;4052;3743;3135;2863;2187;1429;839;586;51868
"35057 OSASCO";111787;104269;89834;73323;57740;41668;32360;23635;17817;12391;7497;4440;3256;580017
"35058 FRANCO DA ROCHA";18157;17462;16248;13997;10954;7848;6048;4693;3806;2741;1658;1022;721;105355
"35059 GUARULHOS";75403;71238;62393;51797;41253;29564;23495;17155;13181;9114;5522;3402;2515;406032
"35060 ITAPECERICA DA SERRA";47346;44756;39875;33635;26092;18215;13672;9833;7629;5183;3193;1925;1486;252840
"35061 SAO PAULO";1142874;1098279;950499;786432;656233;512586;441675;343589;280266;206330;134100;85742;70579;6709184
"35062 MOGI DAS CRUZES";66089;61343;54411;45390;36428;27216;22078;16718;13410;9663;6110;3816;2800;365472
"35063 SANTOS";98121;93693;82420;71450;60807;49314;43330;35528;29293;22272;14679;9758;7810;618475
"Total";2837264;2663190;2326811;1950931;1634704;1293017;1108927;884788;729092;542899;357899;231899;187957;16749378
