"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35001 JALES";13065;12246;11069;11237;11119;10558;9192;7940;6737;5673;4338;3032;2753;108959
"35002 FERNANDOPOLIS";9203;8736;7832;7807;7847;7469;6276;5269;4463;3785;2841;2026;1886;75440
"35003 VOTUPORANGA";12342;11760;10360;10420;10203;9507;8118;6910;5546;4577;3394;2430;2291;97858
"35004 SAO JOSE DO RIO PRETO";67524;65539;58725;57015;55777;50642;42421;34838;27401;22685;17462;12818;11940;524787
"35005 CATANDUVA";20120;18761;16885;16593;15638;14127;12219;9873;7818;6775;5414;4137;3749;152109
"35006 AURIFLAMA";4182;3819;3419;3494;3448;3109;2661;2342;1859;1577;1213;856;742;32721
"35007 NHANDEARA";5708;5231;4666;4818;4747;4450;3870;3309;2860;2447;1905;1389;1260;46660
"35008 NOVO HORIZONTE";6896;6409;5756;5747;5620;5241;4689;3879;3086;2579;2067;1586;1429;54984
"35009 BARRETOS";12733;11613;10163;9820;9849;8823;7414;6144;4916;4023;3104;2234;2128;92964
"35010 SAO JOAQUIM DA BARRA";19933;18554;16463;15651;14706;13175;10870;9015;6739;5295;3916;2754;2568;139639
"35011 ITUVERAVA";8881;8448;7103;6767;6626;6146;5178;4292;3434;2836;2128;1459;1423;64721
"35012 FRANCA";34647;32565;29681;28750;27420;24539;20174;16303;11898;9484;6954;4819;4397;251631
"35013 JABOTICABAL";38291;35178;31311;30391;28851;26073;21867;17882;13913;11674;9057;6851;6500;277839
"35014 RIBEIRAO PRETO";96253;90317;78349;72999;70030;63694;53145;42230;31532;25340;19515;14318;13588;671310
"35015 BATATAIS";9605;8954;7646;7364;7312;6854;5946;4893;3686;3138;2463;1838;1783;71482
"35016 ANDRADINA";15610;15592;14699;14134;13508;11939;10269;8828;7198;5839;4301;3105;2950;127972
"35017 ARACATUBA";23002;22178;20236;19749;19317;17183;14334;11659;9132;7684;5781;4124;4086;178465
"35018 BIRIGUI";22697;21539;20013;19293;18415;16635;14010;11608;9198;7467;5745;4108;3892;174620
"35019 LINS";14409;13690;12066;11390;11076;10193;8777;7166;5702;4874;3841;2888;2734;108806
"35020 BAURU";52335;49631;43710;40940;39452;35946;30629;24292;18449;15213;12178;9049;8578;380402
"35021 JAU";31586;29576;26438;25213;24514;22307;18601;14637;11096;9441;7714;5815;5477;232415
"35022 AVARE";16291;15290;13603;12578;11901;10733;9096;7204;5460;4420;3482;2486;2332;114876
"35023 BOTUCATU";18486;17484;15586;14369;13847;12765;10967;8926;6933;5633;4590;3472;3389;136447
"35024 ARARAQUARA";46447;43767;38759;36949;36086;32353;27171;21651;16455;13430;10548;7899;7372;338887
"35025 SAO CARLOS";28188;27017;24312;22523;21816;19920;16543;13181;9876;8218;6496;4945;4681;207716
"35026 RIO CLARO";22085;21456;18912;17521;17154;15497;12744;10462;8126;6654;5359;4248;4242;164460
"35027 LIMEIRA";54127;50032;44608;42959;40814;37243;30495;23810;17515;13914;10656;7863;7082;381118
"35028 PIRACICABA";51693;48817;42969;40127;38800;34815;29738;23999;17845;14301;11138;8565;8045;370852
"35029 PIRASSUNUNGA";16957;15601;13687;13256;13146;11586;9668;7976;6145;4960;3933;2975;2726;122616
"35030 SAO JOAO DA BOA VISTA";37354;34490;30561;30165;29884;27914;23884;19270;14808;12358;9898;7636;7061;285283
"35031 MOJI MIRIM";35543;32863;29446;28463;27392;24729;20676;16505;12384;9628;7335;5329;4859;255152
"35032 CAMPINAS";239346;234265;210376;198962;186818;167331;138353;106042;76773;59940;45199;32648;30289;1726342
"35033 AMPARO";15599;14755;13501;12852;12523;11849;10336;8616;6771;5803;4619;3549;3445;124218
"35034 DRACENA";10327;9447;8575;8486;8241;7719;6651;5616;4672;4096;3252;2378;2211;81671
"35035 ADAMANTINA";14366;13249;11686;11457;11388;10557;9144;7737;6617;5675;4696;3422;3193;113187
"35036 PRESIDENTE PRUDENTE";51151;48247;44486;44618;42900;37117;30936;25482;20515;16894;13041;9278;8673;393338
"35037 TUPA";9884;9270;8293;8292;7997;7446;6207;5303;4386;3815;2985;2222;2154;78254
"35038 MARILIA";29636;28922;26006;24287;23542;21605;18334;15143;11710;9627;7801;5753;5567;227933
"35039 ASSIS";23531;21985;20034;19753;19073;17105;14375;11894;9504;7697;6165;4476;4301;179893
"35040 OURINHOS";26011;23653;21177;20714;20338;18373;16021;13436;10578;8461;6680;4751;4450;194643
"35041 ITAPEVA";22550;20124;17775;16928;16324;14314;11972;9430;7307;5990;4581;3183;2855;153333
"35042 ITAPETININGA";17879;16407;14262;12928;12550;11345;9514;7518;5633;4520;3480;2549;2450;121035
"35043 TATUI";23280;21790;19194;17838;16836;15070;12794;10464;8011;6347;4821;3528;3307;163280
"35044 CAPAO BONITO";13156;11581;10504;9596;8870;7590;6398;5475;4400;3552;2616;1771;1532;87041
"35045 PIEDADE";17863;15976;14536;13544;12850;11188;8995;7742;6056;4837;3557;2335;1984;121463
"35046 SOROCABA";122315;115831;102344;96492;91824;81676;66383;51528;37526;29165;22200;16080;14847;848211
"35047 JUNDIAI";58403;56002;49789;46617;44170;40076;33023;25444;18645;14900;11157;8024;7628;413878
"35048 BRAGANCA PAULISTA";44908;42774;38247;35376;33781;30489;25538;20863;15725;12374;9872;7296;6787;324030
"35049 CAMPOS DO JORDAO";6190;6008;5579;5318;4949;4270;3388;2653;2040;1593;1178;809;740;44715
"35050 SAO JOSE DOS CAMPOS";132385;126693;111478;103880;99739;89756;75722;58580;40453;29822;21263;15211;14569;919551
"35051 GUARATINGUETA";37454;34903;30576;28975;28792;26547;21811;17796;13261;10140;7853;5565;5417;269090
"35052 BANANAL";2327;2138;1916;1886;1837;1604;1295;1134;917;807;621;451;475;17408
"35053 PARAIBUNA/PARAITINGA";6277;5665;5336;5261;5066;4395;3739;3206;2819;2234;1735;1225;1043;48001
"35054 CARAGUATATUBA";25290;24711;22521;20369;17978;15588;12924;10075;7346;5460;3938;2663;2388;171251
"35055 REGISTRO";22676;20962;18033;16755;15750;13954;12046;9985;8377;6760;5013;3469;3160;156940
"35056 ITANHAEM";17922;16779;15149;13755;13192;12609;11473;9786;8015;6340;4671;3264;2775;135730
"35057 OSASCO";173355;167451;148950;136960;121568;104968;84646;63476;42486;30369;20758;13738;11883;1120608
"35058 FRANCO DA ROCHA";43497;40466;35204;32553;29120;25647;21076;15492;10145;6788;4699;3131;2752;270570
"35059 GUARULHOS";125855;121605;112796;104891;92788;79163;63345;47438;32292;23556;15971;10785;9150;839635
"35060 ITAPECERICA DA SERRA";94557;90389;80511;73084;64038;55390;44486;33276;22102;15438;10287;6606;5881;596045
"35061 SAO PAULO";1282476;1276015;1156802;1067107;989855;886676;747893;590873;430660;341972;257439;194371;185575;9407714
"35062 MOGI DAS CRUZES";123362;113734;102910;97107;88331;76231;61039;45732;31378;22998;16149;10989;9675;799635
"35063 SANTOS";129805;126982;114480;107326;102392;93071;80045;64074;49023;39900;31014;23092;21601;982805
"Total";3809826;3675932;3302059;3092469;2901735;2596884;2171544;1717602;1268353;1003792;758077;555666;520700;27374639
