"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35028 PIRACICABA";33453;30628;26361;21800;19085;15744;13976;11300;9676;7259;5036;3245;2578;200141
"35029 PIRASSUNUNGA";11416;10160;9017;7428;6603;5553;5034;4099;3384;2567;1716;1104;843;68924
"35030 SAO JOAO DA BOA VISTA";30152;26068;22557;19159;17234;14608;13395;11022;9469;7348;4962;3396;2514;181884
"35031 MOJI MIRIM";22489;20056;17275;14333;12329;10028;8793;6990;5763;4407;2962;1912;1475;128812
"35032 CAMPINAS";146887;135731;115413;94346;78593;62878;53912;42032;33399;25047;16298;10518;8077;823131
"35033 AMPARO";11033;9972;8873;7504;6841;5676;5474;4612;3985;3269;2290;1476;1207;72212
"35034 DRACENA";9968;7986;7086;6282;5807;5059;4493;3515;2824;2233;1515;1021;780;58569
"35035 ADAMANTINA";14739;11827;10453;9447;8714;7747;6804;5436;4502;3458;2375;1535;1263;88300
"35036 PRESIDENTE PRUDENTE";41738;35298;30186;26207;23285;19895;16878;13482;10646;8298;5452;3584;2907;237856
"35037 TUPA";9104;7587;6538;5801;5197;4519;3975;3330;2706;2138;1406;990;824;54115
"35038 MARILIA";23345;19738;17187;14614;12931;11307;9922;8167;6876;5255;3544;2355;1837;137078
"35039 ASSIS";17596;15269;13463;11758;10380;8984;7949;6581;5488;4288;2931;1882;1582;108151
"35040 OURINHOS";18999;16960;14789;13096;11718;10108;8706;7113;5938;4686;3236;2094;1707;119150
"35041 ITAPEVA";17421;15012;12699;11024;9519;7948;6806;5638;4581;3524;2299;1416;1051;98938
"35042 ITAPETININGA";10964;9484;8163;6898;6044;5145;4420;3825;3214;2496;1691;1067;841;64252
"35043 TATUI";12114;10805;9395;8055;7209;6123;5523;4708;3938;3091;2117;1319;1025;75422
"35044 CAPAO BONITO";10460;8820;7596;6612;5784;4689;3972;3296;2641;2019;1272;748;509;58418
"35045 PIEDADE";10893;9198;7911;6683;5861;4931;4211;3509;2822;2172;1334;800;615;60940
"35046 SOROCABA";68803;62312;53159;43631;37106;30729;26577;21739;17576;13259;8878;5551;4200;393520
"35047 JUNDIAI";37880;34570;29650;24560;20781;16822;14419;11381;9196;6904;4563;2872;2220;215818
"35048 BRAGANCA PAULISTA";25126;22293;19537;16629;14562;11982;10873;8847;7675;5821;3993;2517;2009;151864
"35049 CAMPOS DO JORDAO";4648;3873;3270;2737;2386;1865;1699;1368;1104;811;525;306;233;24825
"35050 SAO JOSE DOS CAMPOS";83939;79166;67655;54726;43898;32948;27003;20862;16946;12427;8167;5271;4245;457253
"35051 GUARATINGUETA";29148;25270;21826;18225;15604;12839;11188;9130;7628;5825;3811;2526;2018;165038
"35052 BANANAL";2017;1598;1403;1190;1140;942;896;733;651;506;357;246;201;11880
"35053 PARAIBUNA/PARAITINGA";5400;4512;3858;3472;3061;2787;2479;2045;1778;1358;871;546;393;32560
"35054 CARAGUATATUBA";10520;9560;8148;6826;5420;4181;3495;2875;2422;1813;1158;713;595;57726
"35055 REGISTRO";15191;13393;11433;10276;8953;7266;6317;5022;4091;3143;1993;1258;1006;89342
"35056 ITANHAEM";7441;6667;5855;5321;4405;3610;3409;2823;2500;1940;1256;721;494;46442
"35057 OSASCO";106528;98296;82395;65459;51943;37833;29921;21674;16026;11239;6746;3942;2825;534827
"35058 FRANCO DA ROCHA";16275;15646;14216;11915;9411;6936;5532;4324;3455;2471;1486;918;627;93212
"35059 GUARULHOS";70773;66306;56994;46179;37129;26807;21583;15613;11737;8204;4900;3003;2193;371421
"35060 ITAPECERICA DA SERRA";43131;40893;35680;29376;22723;16015;12210;8751;6706;4587;2812;1667;1282;225833
"35061 SAO PAULO";1150948;1082447;910073;734547;621167;493622;432486;330578;260624;193125;125698;79512;63650;6478477
"35062 MOGI DAS CRUZES";61377;55918;48585;39977;32739;24803;20366;15305;12066;8760;5560;3416;2460;331332
"35063 SANTOS";96878;90558;77659;66255;57589;47278;41902;33584;26914;20678;13695;9000;6973;588963
"Total";2784128;2550143;2173784;1791877;1526962;1227973;1066435;834641;671421;504930;332295;213057;167913;15845559
