"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12393;10397;9427;8473;7747;6540;5637;4503;3619;2827;1939;1279;962;75743
"35002 FERNANDOPOLIS";8550;7351;6604;5841;5253;4328;3677;2866;2407;1858;1246;840;628;51449
"35003 VOTUPORANGA";10061;8587;7678;6793;6194;5058;4450;3495;2847;2224;1516;984;739;60626
"35004 SAO JOSE DO RIO PRETO";44842;39529;34800;29792;26677;22867;20068;15972;13224;10079;6905;4593;3692;273040
"35005 CATANDUVA";14802;12985;11024;9523;8688;7460;6848;5556;4645;3714;2493;1608;1313;90659
"35006 AURIFLAMA";3905;3365;2880;2545;2348;1894;1638;1271;1009;806;533;332;286;22812
"35007 NHANDEARA";5151;4439;3984;3542;3289;2770;2409;1905;1655;1279;898;608;485;32414
"35008 NOVO HORIZONTE";6233;5403;4569;3973;3617;3081;2775;2281;1833;1446;978;628;494;37311
"35009 BARRETOS";9263;8036;7043;6095;5486;4756;4163;3356;2850;2141;1589;976;815;56569
"35010 SAO JOAQUIM DA BARRA";14598;12685;11137;9138;8061;6551;5527;4354;3582;2704;1790;1153;851;82131
"35011 ITUVERAVA";6954;5834;5316;4550;4172;3452;2971;2323;1955;1557;998;671;544;41297
"35012 FRANCA";23864;20746;17796;14494;12804;10162;8610;6716;5375;3974;2670;1730;1356;130297
"35013 JABOTICABAL";28027;24606;21223;17740;15702;12937;11774;9579;7997;6244;4240;2858;2285;165212
"35014 RIBEIRAO PRETO";59200;54203;46547;38878;33591;27638;24117;19092;15609;11989;7977;5264;4119;348224
"35015 BATATAIS";7413;6556;5674;4783;4308;3612;3161;2595;2196;1660;1130;795;600;44483
"35016 ANDRADINA";14476;12438;11074;9642;8529;6987;5879;4763;3860;3035;2060;1348;1067;85158
"35017 ARACATUBA";17797;15739;13689;11763;10567;8561;7510;6134;4962;3946;2647;1739;1441;106495
"35018 BIRIGUI";17249;14552;12466;10775;9586;8172;7087;5706;4657;3576;2445;1623;1286;99180
"35019 LINS";11532;9591;8271;7095;6576;5828;5307;4373;3759;2872;1986;1300;1079;69569
"35020 BAURU";35987;32094;27291;23043;20604;17509;15528;12815;10637;8259;5400;3666;2887;215720
"35021 JAU";22146;19541;16427;13708;12288;10604;9679;7966;6826;5278;3602;2443;1998;132506
"35022 AVARE";10199;9013;7738;6677;5816;4836;4226;3556;2951;2326;1545;1014;798;60695
"35023 BOTUCATU";11815;10206;9019;7535;6931;5984;5409;4614;3889;3099;2197;1457;1156;73311
"35024 ARARAQUARA";30929;28139;23683;19957;17426;14796;13069;10722;8868;6910;4726;3145;2547;184917
"35025 SAO CARLOS";18464;16368;13926;11647;10393;8661;7921;6465;5562;4316;3021;2062;1711;110517
"35026 RIO CLARO";14093;12566;11260;9529;8520;7363;6883;5735;5024;3959;2715;1835;1489;90971
"35027 LIMEIRA";35391;31297;26880;21998;18638;15359;13514;10619;8676;6426;4144;2659;2026;197627
