"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35001 JALES";10913;11661;11593;11424;10969;11278;10962;9874;8356;6821;5346;4048;4276;117521
"35002 FERNANDOPOLIS";7856;8520;8573;8098;7810;7920;7693;6908;5563;4526;3541;2682;3027;82717
"35003 VOTUPORANGA";10990;12677;12385;11370;10520;10524;10026;8991;7218;5838;4364;3186;3464;111553
"35004 SAO JOSE DO RIO PRETO";61714;70551;70447;65126;58725;57334;54050;46848;37524;29573;21804;16625;19175;609496
"35005 CATANDUVA";18402;20526;20254;17930;16509;16044;14711;12826;10569;8170;6161;4964;5814;172880
"35006 AURIFLAMA";3720;4086;3874;3508;3366;3469;3250;2855;2382;1938;1452;1113;1175;36188
"35007 NHANDEARA";5048;5929;5791;5164;4846;4921;4663;4109;3465;2796;2251;1735;1933;52651
"35008 NOVO HORIZONTE";6282;7061;6811;6193;5841;5801;5479;4994;4190;3260;2448;1865;2193;62418
"35009 BARRETOS";11253;12507;12171;10945;9931;9627;9295;7886;6361;4943;3731;2769;3124;104543
"35010 SAO JOAQUIM DA BARRA";18129;19883;19736;17456;15623;14937;13672;11623;9211;7158;4915;3579;3874;159796
"35011 ITUVERAVA";7873;8489;8572;7604;6646;6443;6234;5455;4406;3486;2579;1939;2129;71855
"35012 FRANCA";33744;35173;33118;30503;28441;27591;25474;21692;17128;13070;9018;6505;7167;288624
"35013 JABOTICABAL";34193;36986;36096;32170;29489;28764;26577;23272;18698;14614;10788;8309;9969;309925
"35014 RIBEIRAO PRETO";91672;104248;102695;89585;77049;72161;67541;58165;46232;34784;24590;18345;21957;809024
"35015 BATATAIS";9088;9318;9168;8314;7336;7343;7000;6318;5222;4033;2950;2257;2771;81118
"35016 ANDRADINA";14136;14896;14785;14960;14333;13702;12788;10820;9052;7358;5548;4024;4419;140821
"35017 ARACATUBA";20099;23417;24202;22132;20213;19659;18349;15441;12410;9508;7072;5417;6062;203981
"35018 BIRIGUI";21283;23113;22887;21219;20125;19290;17809;15373;12513;9713;7310;5324;6084;202043
"35019 LINS";13259;14080;14168;12987;11801;11346;10621;9345;7550;5884;4410;3441;4005;122897
"35020 BAURU";46554;52628;52034;46774;41409;39403;37105;32591;26318;19664;14369;10913;13269;433031
"35021 JAU";28849;31152;31206;28523;25823;24674;23428;20169;15820;11770;8542;6760;8294;265010
"35022 AVARE";15488;16172;15837;14982;13391;12322;11493;9912;7943;5837;4197;3130;3599;134303
"35023 BOTUCATU";17188;18437;18477;17290;15380;14450;13625;12062;9910;7501;5517;4169;5158;159164
"35024 ARARAQUARA";42558;47741;46703;42354;37747;36570;34287;29277;23417;17729;12656;9614;11546;392199
"35025 SAO CARLOS";25865;28775;29017;26260;23543;22144;21101;18136;14468;10871;7792;6071;7430;241473
"35026 RIO CLARO";20568;22717;22755;20687;18165;17146;16191;13883;10969;8568;6260;4759;6197;188865
"35027 LIMEIRA";50002;55521;54298;48358;43689;41695;38792;33489;26029;19142;13444;9798;11482;445739
"35028 PIRACICABA";46800;51853;52392;46813;41516;39030;36719;31576;25737;19695;13742;10243;12566;428682
"35029 PIRASSUNUNGA";15502;16815;16633;14596;13196;12922;12295;10523;8300;6594;4667;3565;4258;139866
"35030 SAO JOAO DA BOA VISTA";32784;34877;34383;31510;29424;29407;28407;25420;20548;15675;11399;8770;10767;313371
"35031 MOJI MIRIM";32887;35702;35476;31775;29028;28162;26080;22446;17888;13380;9419;6791;7699;296733
"35032 CAMPINAS";228385;257326;259473;235019;208684;195748;176866;152207;118292;86002;59332;43262;49867;2070463
"35033 AMPARO";14080;15242;15550;14383;13562;13010;12569;11434;9539;7535;5569;4356;5402;142231
"35034 DRACENA";9137;10088;10037;9347;8760;8558;8077;7217;5925;4722;3712;2912;3344;91836
"35035 ADAMANTINA";12778;15067;14032;12478;11425;11289;10887;9617;7951;6504;5144;4079;4748;125999
"35036 PRESIDENTE PRUDENTE";46380;48464;47113;45189;43123;43527;39822;33400;26923;21310;16147;12058;13688;437144
"35037 TUPA";8196;8889;8877;8368;7965;7974;7549;6671;5439;4456;3531;2753;3251;83919
"35038 MARILIA";26344;28567;28488;26964;24619;23763;22399;19947;16314;12615;9296;7067;8666;255049
"35039 ASSIS";21604;23113;22118;20870;19540;19268;18070;15477;12520;9765;7313;5380;6423;201461
"35040 OURINHOS";23567;24369;23832;22031;20806;20343;19395;16823;14126;11015;8151;5889;6866;217213
"35041 ITAPEVA";20810;19882;19464;17998;16604;15823;14883;12513;9924;7466;5425;4004;4323;169119
"35042 ITAPETININGA";17159;18409;18172;16067;13869;12816;11975;10423;8148;6110;4245;3181;3649;144223
"35043 TATUI";22651;24732;24294;22088;19450;18078;16648;14406;11681;8887;6334;4530;5092;198871
"35044 CAPAO BONITO";11234;10252;10215;9878;9340;8551;7750;6541;5367;4371;3248;2350;2396;91493
"35045 PIEDADE";16103;15981;15799;14617;13601;12907;11944;10096;8102;6464;4745;3241;3289;136889
"35046 SOROCABA";116795;126328;125987;114542;102052;95759;88289;74470;57335;41942;28732;20767;23764;1016762
"35047 JUNDIAI";54038;61625;62718;56410;49503;46180;42069;36307;28044;20582;14408;10634;12300;494818
"35048 BRAGANCA PAULISTA";42385;46104;46181;43101;38880;36074;33551;29226;23374;17911;12841;9298;11029;389955
"35049 CAMPOS DO JORDAO";5913;5775;5728;5627;5328;5058;4548;3725;2777;2113;1500;1061;1140;50293
"35050 SAO JOSE DOS CAMPOS";121121;131729;134682;122862;107976;101238;93734;81628;64996;46781;30625;20770;23373;1081515
"35051 GUARATINGUETA";33708;36026;35694;32394;29235;28280;27232;23572;18607;14084;9833;6921;8138;303724
"35052 BANANAL";2078;2078;2014;1946;1846;1820;1705;1432;1134;945;715;541;672;18926
"35053 PARAIBUNA/PARAITINGA";5751;5366;5289;5144;5152;5156;4735;4052;3337;2670;2162;1510;1592;51916
"35054 CARAGUATATUBA";25151;25977;26515;25482;22561;20247;17562;14913;11921;8636;5912;3945;4188;213010
"35055 REGISTRO";19163;17777;18424;18362;16634;15770;14681;12785;10756;8427;6648;4709;5002;169138
"35056 ITANHAEM";17160;16407;16776;16639;15436;14678;14448;13807;12153;9567;7118;4833;4849;163871
"35057 OSASCO";157141;170826;170461;154372;136165;123090;105521;87980;67058;46963;29488;19645;20006;1288716
"35058 FRANCO DA ROCHA";42795;45024;43888;39608;34771;31302;27144;22874;17338;11548;6966;4336;4303;331897
"35059 GUARULHOS";120048;127412;126685;116984;105505;96278;81255;67370;51056;35689;23036;15374;15738;982430
"35060 ITAPECERICA DA SERRA";89600;95986;97409;89351;78087;69386;58237;48919;37113;25727;16180;10191;10334;726520
"35061 SAO PAULO";1112273;1273771;1308867;1196163;1057733;973507;880719;767058;613397;459910;319199;236235;289535;10488367
"35062 MOGI DAS CRUZES";120718;124110;120057;110042;99813;92214;80372;67105;50485;35207;22883;15389;15853;954248
"35063 SANTOS";118233;126008;129805;121251;109750;103897;96617;85450;70077;52521;38690;28924;33980;1115203
"Total";3457198;3814221;3841181;3512187;3139659;2937668;2676970;2311724;1836606;1372344;961410;702855;821683;31385706
