"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35001 JALES";10402;11492;11671;11637;11064;11253;11202;10326;8812;7181;5580;4270;4738;119628
"35002 FERNANDOPOLIS";7510;8360;8698;8338;7891;7935;7837;7244;5946;4810;3733;2838;3348;84488
"35003 VOTUPORANGA";10555;12438;12761;11899;10793;10610;10290;9500;7718;6196;4645;3392;3818;114615
"35004 SAO JOSE DO RIO PRETO";59851;69248;71940;68169;60789;58093;55763;49763;40434;32052;23435;17551;21180;628268
"35005 CATANDUVA";17831;20114;20754;18787;16862;16238;15204;13465;11271;8826;6484;5106;6383;177325
"35006 AURIFLAMA";3512;4025;3995;3631;3381;3471;3350;3001;2514;2051;1531;1163;1306;36931
"35007 NHANDEARA";4810;5830;6024;5437;4923;4931;4790;4291;3646;2931;2328;1809;2123;53873
"35008 NOVO HORIZONTE";6053;6989;7046;6465;5961;5868;5626;5209;4461;3502;2595;1947;2395;64117
"35009 BARRETOS";10782;12307;12499;11458;10237;9660;9500;8344;6780;5262;3925;2907;3399;107060
"35010 SAO JOAQUIM DA BARRA";17717;19468;20129;18350;16136;15179;14125;12291;9815;7731;5334;3784;4263;164322
"35011 ITUVERAVA";7674;8282;8662;7991;6888;6460;6331;5718;4672;3713;2724;2040;2333;73488
"35012 FRANCA";33121;35173;34061;31510;28936;27838;26282;23023;18457;14313;9896;6946;7937;297493
"35013 JABOTICABAL";33057;36210;36770;33468;30043;29007;27300;24467;20029;15767;11496;8675;10870;317159
"35014 RIBEIRAO PRETO";89974;102777;106202;95774;81235;73760;69619;61660;50097;38355;26839;19454;24100;839846
"35015 BATATAIS";8894;9303;9376;8753;7563;7352;7139;6598;5584;4390;3175;2357;3028;83512
"35016 ANDRADINA";13649;14773;14801;15060;14609;13908;13235;11440;9525;7789;5896;4292;4853;143830
"35017 ARACATUBA";19550;22822;24707;23174;20790;19864;18975;16404;13313;10275;7486;5688;6650;209698
"35018 BIRIGUI";20782;22930;23483;21989;20605;19703;18497;16302;13440;10467;7827;5663;6692;208380
"35019 LINS";12969;13930;14455;13583;12186;11519;10908;9810;8051;6301;4639;3545;4366;126262
"35020 BAURU";45109;51314;53189;49073;42952;39923;38011;34260;28387;21513;15413;11396;14464;445004
"35021 JAU";28345;30752;31778;29781;26719;24980;24007;21350;17119;12857;9078;6925;8993;272684
"35022 AVARE";15266;16231;16132;15571;14047;12705;11897;10490;8578;6390;4503;3285;3929;139024
