"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12764;12024;11098;9708;8349;7483;6814;5854;4769;3520;2429;1609;1433;87854
"35002 FERNANDOPOLIS";9057;8477;7971;6895;5833;5109;4432;3746;3237;2366;1641;1160;899;60823
"35003 VOTUPORANGA";10616;10412;9500;8265;7348;6203;5545;4497;3832;2888;1943;1317;1105;73471
"35004 SAO JOSE DO RIO PRETO";53967;54693;49882;42345;35714;29408;25671;22391;19292;13893;9606;6478;5735;369075
"35005 CATANDUVA";17448;16595;15056;13201;10964;8797;8087;7394;6530;4862;3328;2262;1988;116512
"35006 AURIFLAMA";4185;4159;3525;3093;2773;2161;1994;1731;1396;1041;646;466;417;27587
"35007 NHANDEARA";5201;5046;4732;4089;3660;3160;2934;2437;2119;1543;1107;747;705;37480
"35008 NOVO HORIZONTE";5945;5838;5410;4878;4118;3328;2967;2708;2409;1855;1264;862;734;42316
"35009 BARRETOS";11003;11108;10058;8490;7046;5930;5176;4527;3910;2807;2058;1415;1210;74738
"35010 SAO JOAQUIM DA BARRA";16632;16105;14531;12270;10483;8163;6864;5711;4813;3530;2372;1588;1312;104374
"35011 ITUVERAVA";7450;7089;6893;5685;5056;4075;3716;3051;2511;1884;1326;861;810;50407
"35012 FRANCA";30782;29318;26243;22035;18357;13845;11819;9638;7858;5422;3747;2467;2204;183735
"35013 JABOTICABAL";35132;33353;29966;25395;21076;16687;14486;12681;11153;8434;5702;3965;3447;221477
"35014 RIBEIRAO PRETO";69771;71425;66560;57439;46516;35969;30833;25931;22708;16215;10868;7630;6633;468498
"35015 BATATAIS";7881;7727;7291;6359;5360;4235;3702;3263;2955;2238;1510;1005;870;54396
"35016 ANDRADINA";16319;14952;13471;11770;10351;8688;7278;6053;4976;3781;2653;1898;1610;103800
"35017 ARACATUBA";20656;20745;18671;15771;13180;10770;9494;7954;6758;5107;3517;2421;2178;137222
"35018 BIRIGUI";20006;18807;16713;14517;12182;10172;8700;7586;6333;4857;3276;2197;1969;127315
"35019 LINS";12037;11541;10567;9224;7788;6402;5758;5342;4768;3601;2522;1710;1512;82772
"35020 BAURU";41948;41634;38418;33080;26509;21153;18193;16605;14505;10777;7338;5045;4283;279488
"35021 JAU";25535;25575;23285;19819;15937;12432;11331;10432;9554;6859;4745;3380;2942;171826
"35022 AVARE";12005;11678;10738;9532;7710;5886;5177;4762;3992;3011;2047;1391;1152;79081
"35023 BOTUCATU";14256;13559;12754;10915;9390;7311;6474;6183;5258;4094;2893;2090;1793;96970
"35024 ARARAQUARA";37674;38033;34230;29486;23712;18573;16190;14299;12627;9347;6281;4271;3871;248594
"35025 SAO CARLOS";21539;21276;19783;16947;14034;11004;9824;8529;7825;5824;4138;2839;2783;146345
"35026 RIO CLARO";16163;16451;15289;12926;11095;9067;7898;7038;6658;5091;3638;2538;2106;115958
"35027 LIMEIRA";42958;42428;38971;33300;26474;20287;17060;14625;12925;9141;5908;3880;3158;271115
"35028 PIRACICABA";39652;40129;36316;31894;26348;20442;17059;15024;13369;9935;6951;4634;3872;265625
"35029 PIRASSUNUNGA";13561;13856;12433;10555;8895;7130;6177;5486;4837;3635;2463;1621;1251;91900
"35030 SAO JOAO DA BOA VISTA";33300;32252;30405;26455;21734;17216;15235;14036;12843;9566;6522;4515;3821;227900
"35031 MOJI MIRIM";27003;26403;24430;21093;17152;13218;11199;9428;8219;5925;3982;2742;2364;173158
"35032 CAMPINAS";184618;185041;171528;147362;115617;86743;72023;59673;50401;36174;23831;15867;13226;1162104
"35033 AMPARO";12543;12168;11755;10488;8936;6912;6448;5692;5334;4116;3041;2040;1746;91219
"35034 DRACENA";9832;9097;8589;7399;6267;5490;5079;4419;3891;2874;1893;1256;1139;67225
"35035 ADAMANTINA";13731;12920;11772;10327;8817;7886;7050;6565;5584;4156;3037;1940;1757;95542
"35036 PRESIDENTE PRUDENTE";50196;46648;40077;34042;28361;23900;20563;17705;14714;11031;7251;4850;4400;303738
"35037 TUPA";9600;9023;8148;6955;5869;5116;4577;4102;3482;2731;1770;1253;1134;63760
"35038 MARILIA";25580;24556;22771;19764;16306;13123;11288;10298;9214;6915;4661;3119;2737;170332
"35039 ASSIS";21776;20788;18363;15605;13011;10928;9624;8471;7404;5580;3892;2549;2320;140311
"35040 OURINHOS";21691;21061;18706;16972;14580;12102;10254;9236;7857;5762;4103;2804;2430;147558
"35041 ITAPEVA";19267;18191;16295;13933;11233;9069;7823;6998;5785;4317;3020;1886;1533;119350
"35042 ITAPETININGA";12392;12065;11220;9660;7828;6220;5271;4727;4091;3139;2272;1481;1209;81575
"35043 TATUI";15624;15095;13821;11931;10005;8217;6930;6352;5455;4309;3023;1917;1559;104238
"35044 CAPAO BONITO";12555;11053;9587;8081;7036;5838;4835;4199;3298;2584;1735;1084;758;72643
"35045 PIEDADE";14460;13215;11490;9299;7856;6500;5543;4762;3989;2970;1870;1181;955;84090
"35046 SOROCABA";87152;87134;79356;66880;53262;41085;33729;29301;25247;18599;12398;7923;6534;548600
"35047 JUNDIAI";43131;42994;40628;35126;28076;21348;18035;14895;12729;9363;6213;4050;3439;280027
"35048 BRAGANCA PAULISTA";31502;30568;28115;24393;20529;15794;13766;11940;10890;8081;5436;3604;3020;207638
"35049 CAMPOS DO JORDAO";5748;5369;4621;3859;3082;2439;2121;1730;1491;1129;728;433;336;33086
"35050 SAO JOSE DOS CAMPOS";102824;103681;96734;85438;67198;47963;36729;28622;24225;17918;11883;7773;6372;637360
"35051 GUARATINGUETA";31771;31653;28848;24587;20562;16011;13234;11422;9643;7451;5045;3441;2778;206446
"35052 BANANAL";2142;2016;1766;1371;1228;1012;984;824;789;573;419;304;244;13672
"35053 PARAIBUNA/PARAITINGA";6187;5740;4772;3926;3473;3130;2776;2483;2218;1682;1063;681;515;38646
"35054 CARAGUATATUBA";15698;14572;12922;11208;8643;6487;5236;4373;3787;2675;1730;1142;976;89449
"35055 REGISTRO";18327;16707;14861;12969;11003;9179;7970;6573;5603;4136;2744;1774;1503;113349
"35056 ITANHAEM";10761;9874;9065;8289;6823;5579;4960;4240;4076;3038;2014;1227;874;70820
"35057 OSASCO";134519;128189;116471;99812;77556;55002;41275;30590;23880;16365;10038;6082;4631;744410
"35058 FRANCO DA ROCHA";24869;23936;23171;20845;16082;11010;7990;6115;5093;3719;2273;1402;1034;147539
"35059 GUARULHOS";94117;90388;82007;71071;55677;39378;30558;22695;18124;12296;7636;4745;3577;532269
"35060 ITAPECERICA DA SERRA";63351;59566;55086;48389;37707;25913;18950;13704;10855;7293;4533;2812;2185;350344
"35061 SAO PAULO";1183924;1197828;1104763;961120;780882;588336;488582;394913;345050;250773;162513;106082;91902;7656668
"35062 MOGI DAS CRUZES";84853;81537;75019;64025;49630;36136;28651;21982;18178;12925;8110;5208;3948;490202
"35063 SANTOS";107678;107771;99962;89368;72898;57571;49600;42614;37117;27658;18048;12242;10358;732885
"Total";3164865;3133132;2877479;2491925;2021177;1545721;1290541;1071157;924433;675381;446644;295156;251296;20188907
