"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12359;11099;10177;8993;7936;6945;6188;5177;4195;3161;2176;1442;1210;81058
"35002 FERNANDOPOLIS";8618;7787;7192;6271;5440;4648;4002;3281;2806;2093;1432;996;764;55330
"35003 VOTUPORANGA";10082;9343;8457;7406;6652;5546;4928;3950;3310;2528;1706;1139;919;65966
"35004 SAO JOSE DO RIO PRETO";47866;45997;41419;35269;30398;25425;22243;18753;15937;11714;8076;5419;4640;313156
"35005 CATANDUVA";15702;14477;12815;11176;9611;7920;7277;6355;5501;4203;2858;1904;1632;101431
"35006 AURIFLAMA";3965;3721;3167;2786;2526;1997;1795;1495;1200;917;582;399;350;24900
"35007 NHANDEARA";5066;4679;4311;3769;3426;2925;2646;2161;1877;1399;995;672;598;34524
"35008 NOVO HORIZONTE";5947;5535;4944;4397;3824;3155;2824;2473;2117;1645;1116;744;616;39337
"35009 BARRETOS";9848;9387;8399;7155;6121;5208;4551;3861;3314;2420;1782;1177;998;64221
"35010 SAO JOAQUIM DA BARRA";15198;14102;12593;10519;9097;7198;6059;4939;4128;3059;2046;1347;1071;91356
"35011 ITUVERAVA";7007;6335;6011;5026;4522;3683;3284;2650;2197;1687;1147;754;673;44976
"35012 FRANCA";26450;24347;21473;17840;15173;11659;9928;7968;6453;4568;3121;2045;1747;152772
"35013 JABOTICABAL";30658;28259;25020;21104;17931;14413;12745;10848;9358;7163;4853;3334;2813;188499
"35014 RIBEIRAO PRETO";62380;61145;55302;47182;39109;30953;26716;21965;18766;13763;9197;6318;5298;398094
"35015 BATATAIS";7430;6981;6371;5488;4743;3837;3353;2876;2538;1921;1300;883;729;48450
"35016 ANDRADINA";15085;13471;12081;10540;9293;7728;6486;5343;4366;3362;2330;1615;1336;93036
"35017 ARACATUBA";18744;17918;15923;13535;11623;9469;8330;6913;5767;4443;3028;2048;1792;119533
"35018 BIRIGUI";18122;16332;14323;12417;10652;8968;7715;6532;5404;4151;2814;1883;1616;110929
"35019 LINS";11500;10397;9305;8075;7063;5988;5411;4788;4217;3202;2231;1491;1290;74958
"35020 BAURU";37922;36100;32332;27653;23062;18852;16422;14419;12365;9344;6268;4287;3543;242569
"35021 JAU";23126;22041;19492;16482;13791;11192;10207;8996;8041;5936;4084;2855;2431;148674
"35022 AVARE";10803;10124;9076;7976;6628;5228;4585;4078;3406;2610;1761;1180;959;68414
"35023 BOTUCATU";12610;11551;10617;9004;7940;6431;5745;5252;4452;3496;2472;1732;1446;82748
"35024 ARARAQUARA";33276;32288;28366;24249;20086;16224;14216;12211;10528;7942;5373;3625;3157;211541
"35025 SAO CARLOS";19389;18359;16523;14037;11940;9580;8635;7319;6560;4958;3503;2399;2220;125422
"35026 RIO CLARO";14706;14214;13033;11023;9607;8021;7185;6235;5729;4428;3117;2151;1770;101219
"35027 LIMEIRA";37809;35790;32089;27003;21953;17279;14785;12264;10539;7577;4893;3185;2536;227702
"35028 PIRACICABA";35406;34467;30619;26318;22199;17617;15058;12835;11259;8395;5855;3855;3167;227050
"35029 PIRASSUNUNGA";12061;11689;10444;8771;7540;6153;5424;4660;4013;3027;2041;1332;1026;78181
"35030 SAO JOAO DA BOA VISTA";30836;28531;26041;22460;19089;15527;13940;12283;10979;8303;5641;3889;3141;200660
"35031 MOJI MIRIM";24116;22756;20505;17454;14478;11379;9769;8050;6881;5068;3404;2289;1904;148053
"35032 CAMPINAS";160078;155631;139840;118113;94648;72698;61105;49516;40936;29841;19579;12896;10470;965351
"35033 AMPARO";11464;10813;10124;8859;7735;6147;5811;5036;4576;3613;2616;1729;1457;79980
"35034 DRACENA";9669;8426;7768;6767;5940;5191;4730;3948;3363;2544;1694;1131;963;62134
"35035 ADAMANTINA";13965;12270;11041;9801;8645;7715;6845;5992;5047;3800;2711;1741;1524;91097
"35036 PRESIDENTE PRUDENTE";45047;40368;34616;29639;25319;21458;18375;15373;12541;9540;6268;4165;3632;266341
"35037 TUPA";9139;8180;7253;6286;5432;4731;4202;3669;3064;2410;1570;1109;974;58019
"35038 MARILIA";23813;21724;19667;16944;14354;11936;10351;9069;7933;5997;4042;2696;2268;150794
"35039 ASSIS";19234;17714;15638;13427;11435;9721;8577;7374;6333;4838;3350;2175;1925;121741
"35040 OURINHOS";19901;18702;16492;14827;12933;10902;9297;8064;6812;5135;3616;2424;2054;131159
"35041 ITAPEVA";17942;16335;14322;12320;10195;8345;7182;6234;5119;3866;2633;1637;1288;107418
"35042 ITAPETININGA";11350;10546;9527;8149;6796;5545;4725;4177;3575;2756;1946;1253;1011;71356
"35043 TATUI";13413;12578;11307;9738;8362;6954;6017;5366;4566;3598;2502;1576;1264;87241
"35044 CAPAO BONITO";11282;9768;8452;7214;6291;5174;4324;3692;2922;2267;1488;910;631;64415
"35045 PIEDADE";12307;10925;9466;7779;6663;5549;4733;4021;3319;2500;1559;969;768;70558
"35046 SOROCABA";75440;72679;64679;54016;44021;34846;29182;24780;20863;15503;10353;6564;5254;458180
"35047 JUNDIAI";39405;37930;34556;29423;24023;18716;15907;12919;10816;8017;5316;3423;2815;243266
"35048 BRAGANCA PAULISTA";27392;25695;23227;20013;17086;13474;11927;10101;9043;6765;4582;2983;2457;174745
"35049 CAMPOS DO JORDAO";5049;4522;3866;3227;2662;2103;1863;1513;1272;954;617;364;280;28292
"35050 SAO JOSE DOS CAMPOS";90343;88763;80172;68676;54383;39517;31022;24101;20103;14823;9801;6380;5201;533285
"35051 GUARATINGUETA";29628;27918;24934;21090;17791;14147;11936;10081;8478;6520;4358;2942;2365;182188
"35052 BANANAL";2044;1797;1575;1265;1165;960;927;768;714;535;383;274;221;12628
"35053 PARAIBUNA/PARAITINGA";5717;5092;4280;3646;3223;2916;2591;2244;1982;1509;960;609;454;35223
"35054 CARAGUATATUBA";12724;11723;10257;8794;6848;5187;4237;3520;3021;2178;1402;903;766;71560
"35055 REGISTRO";16357;14717;12889;11370;9752;8046;6992;5686;4767;3570;2329;1495;1239;99209
"35056 ITANHAEM";8845;8050;7275;6637;5475;4481;4070;3440;3215;2428;1596;955;671;57138
"35057 OSASCO";116890;110065;97056;80957;63369;45391;34729;25538;19558;13510;8224;4922;3675;623884
