"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35048 BRAGANCA PAULISTA";24544;21425;18593;15764;13916;11601;10603;8525;7325;5581;3839;2398;1893;146007
"35049 CAMPOS DO JORDAO";4545;3706;3119;2613;2316;1805;1658;1332;1061;774;501;292;221;23943
"35050 SAO JOSE DOS CAMPOS";82303;76712;64454;51162;41216;31270;25975;20034;16138;11814;7750;4985;4001;437814
"35051 GUARATINGUETA";29024;24593;21031;17490;15044;12504;10996;8886;7409;5646;3672;2420;1929;160644
"35052 BANANAL";2010;1547;1359;1172;1133;936;889;724;635;499;351;239;195;11689
"35053 PARAIBUNA/PARAITINGA";5319;4363;3752;3428;3020;2754;2452;1994;1727;1318;847;530;379;31883
"35054 CARAGUATATUBA";9956;9006;7609;6321;5054;3923;3303;2710;2269;1720;1094;665;550;54180
"35055 REGISTRO";14894;13056;11061;9996;8749;7064;6145;4850;3917;3035;1905;1200;946;86818
"35056 ITANHAEM";7083;6314;5492;4983;4131;3388;3239;2666;2317;1814;1169;659;450;43705
"35057 OSASCO";103877;95286;78646;61495;49021;35901;28689;20685;15122;10659;6368;3691;2606;512046
"35058 FRANCO DA ROCHA";15327;14730;13193;10865;8633;6476;5271;4139;3279;2333;1399;864;581;87090
"35059 GUARULHOS";68439;63820;54274;43348;35051;25417;20619;14835;11007;7745;4587;2801;2031;353974
"35060 ITAPECERICA DA SERRA";41009;38947;33565;27227;21024;14907;11472;8207;6242;4286;2619;1536;1179;212220
"35061 SAO PAULO";1155017;1074464;889700;708399;603497;484065;427856;324020;250728;186473;121460;76372;60159;6362210
"35062 MOGI DAS CRUZES";59002;53187;45650;37251;30879;23587;19504;14592;11390;8304;5285;3215;2288;314134
"35063 SANTOS";96252;88978;75259;63637;55968;46250;41182;32603;25714;19875;13197;8620;6553;574088
"Total";2757329;2493152;2096658;1711714;1472669;1195180;1045041;809363;642359;485805;319370;203533;157815;15389988
