"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12403;10222;9241;8342;7698;6438;5498;4338;3476;2742;1879;1238;901;74416
"35002 FERNANDOPOLIS";8533;7241;6455;5732;5206;4247;3594;2762;2306;1800;1198;799;595;50468
"35003 VOTUPORANGA";10054;8391;7477;6634;6076;4931;4328;3380;2729;2148;1466;944;690;59248
"35004 SAO JOSE DO RIO PRETO";44066;37882;33111;28393;25723;22213;19516;15261;12532;9663;6608;4383;3451;262802
"35005 CATANDUVA";14568;12605;10565;9098;8453;7345;6739;5352;4425;3589;2402;1532;1230;87903
"35006 AURIFLAMA";3888;3275;2808;2486;2305;1869;1599;1214;963;779;521;314;270;22291
"35007 NHANDEARA";5173;4379;3900;3483;3257;2727;2346;1841;1601;1248;873;594;457;31879
"35008 NOVO HORIZONTE";6308;5369;4474;3865;3563;3063;2764;2233;1760;1394;941;597;459;36790
"35009 BARRETOS";9113;7692;6696;5824;5324;4640;4063;3227;2732;2070;1540;925;768;54614
"35010 SAO JOAQUIM DA BARRA";14443;12322;10767;8782;7796;6386;5389;4203;3442;2614;1727;1104;793;79768
"35011 ITUVERAVA";6940;5705;5139;4429;4082;3392;2893;2238;1892;1524;960;649;511;40354
"35012 FRANCA";23202;19827;16854;13637;12200;9781;8273;6398;5096;3823;2552;1650;1258;124551
"35013 JABOTICABAL";27353;23673;20251;16880;15130;12560;11527;9253;7649;6009;4084;2735;2148;159252
"35014 RIBEIRAO PRETO";58389;52431;44308;36758;32182;26793;23451;18355;14802;11539;7663;4995;3818;335484
"35015 BATATAIS";7409;6446;5497;4603;4196;3556;3110;2523;2107;1595;1085;772;566;43465
"35016 ANDRADINA";14325;12172;10816;9410;8334;6798;5725;4614;3731;2950;1992;1279;999;83145
"35017 ARACATUBA";17555;15183;13119;11310;10296;8329;7303;5935;4756;3818;2548;1658;1351;103161
"35018 BIRIGUI";17026;14094;11992;10355;9312;7966;6929;5497;4464;3428;2353;1557;1203;96176
"35019 LINS";11543;9378;8000;6841;6452;5787;5279;4264;3639;2789;1922;1248;1025;68167
"35020 BAURU";35493;31071;26005;21864;19976;17163;15294;12407;10194;7978;5177;3511;2718;208851
"35021 JAU";21896;18902;15639;12996;11901;10456;9546;7703;6515;5112;3476;2333;1884;128359
"35022 AVARE";10045;8728;7397;6345;5609;4734;4133;3423;2834;2252;1491;969;758;58718
"35023 BOTUCATU";11613;9862;8611;7157;6674;5870;5322;4451;3746;2995;2124;1386;1082;70893
"35024 ARARAQUARA";30329;27079;22486;18858;16747;14432;12776;10341;8443;6650;4560;3021;2392;178114
"35025 SAO CARLOS";18226;15858;13262;11036;9997;8426;7739;6247;5307;4154;2897;1977;1580;106706
"35026 RIO CLARO";13935;12142;10806;9148;8242;7196;6808;5608;4843;3840;2611;1754;1418;88351
"35027 LIMEIRA";34773;30148;25550;20717;17789;14866;13189;10197;8197;6132;3953;2524;1897;189932
"35028 PIRACICABA";32955;29646;25272;20645;18290;15264;13702;10908;9271;6969;4828;3090;2428;193268
"35029 PIRASSUNUNGA";11252;9769;8653;7084;6364;5400;4935;3953;3225;2450;1633;1044;796;66558
"35030 SAO JOAO DA BOA VISTA";29979;25440;21667;18318;16760;14374;13254;10700;9086;7103;4789;3268;2354;177092
"35031 MOJI MIRIM";22072;19365;16447;13535;11780;9682;8542;6719;5477;4240;2849;1816;1367;123891
"35032 CAMPINAS";143515;130641;109167;88267;74489;60367;52071;40117;31474;23820;15458;9909;7468;786763
"35033 AMPARO";10920;9758;8554;7159;6611;5557;5389;4504;3835;3183;2206;1413;1141;70230
"35034 DRACENA";10044;7875;6912;6158;5775;5026;4434;3404;2686;2153;1471;991;731;57660
"35035 ADAMANTINA";14936;11716;10307;9361;8731;7757;6795;5298;4367;3371;2293;1482;1198;87612
"35036 PRESIDENTE PRUDENTE";40881;33973;29030;25323;22759;19482;16499;12983;10150;7971;5231;3426;2717;230425
"35037 TUPA";9094;7434;6354;5678;5137;4466;3918;3243;2615;2070;1364;959;786;53118
"35038 MARILIA";23228;19231;16552;14018;12570;11145;9811;7936;6607;5064;3416;2265;1726;133569
"35039 ASSIS";17176;14646;12908;11328;10112;8798;7790;6380;5273;4150;2826;1807;1496;104690
"35040 OURINHOS";18766;16512;14353;12654;11407;9905;8554;6873;5713;4571;3138;2010;1618;116074
"35041 ITAPEVA";17287;14673;12284;10695;9345;7845;6712;5488;4440;3437;2212;1360;991;96769
"35042 ITAPETININGA";10864;9211;7814;6579;5853;5043;4342;3734;3122;2430;1626;1019;798;62435
"35043 TATUI";11782;10348;8904;7626;6914;5910;5397;4538;3776;2961;2018;1253;964;72391
"35044 CAPAO BONITO";10248;8577;7377;6457;5653;4563;3882;3193;2570;1955;1216;706;479;56876
"35045 PIEDADE";10532;8757;7513;6402;5657;4773;4078;3378;2695;2088;1276;758;575;58482
"35046 SOROCABA";67106;59658;50212;40975;35338;29673;25912;20961;16734;12687;8503;5290;3931;376980
"35047 JUNDIAI";37490;33711;28395;23318;19952;16338;14038;10986;8782;6621;4371;2732;2068;208802
