"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35041 ITAPEVA";20106;18262;18200;15884;13242;10358;8503;7146;6536;4942;3356;2163;1819;130517
"35042 ITAPETININGA";13554;12176;12287;11266;9687;7585;6110;5012;4475;3630;2517;1726;1468;91493
"35043 TATUI";18144;16626;16574;14833;12945;10497;8696;7165;6376;5069;3704;2356;1998;124983
"35044 CAPAO BONITO";12322;10254;9235;8138;6976;5982;4951;4076;3448;2571;1779;1118;887;71737
"35045 PIEDADE";15043;13684;12844;11159;9051;7423;6291;5188;4489;3417;2278;1267;1146;93280
"35046 SOROCABA";97819;91095;91772;82879;69144;53409;41456;32496;28291;22578;15655;9441;8451;644486
"35047 JUNDIAI";44058;41538;41326;39006;33536;25906;19556;16022;13195;10623;7293;4431;4047;300537
"35048 BRAGANCA PAULISTA";35599;32374;31090;29369;25071;20366;16060;13194;11507;9741;6728;4102;3786;238987
"35049 CAMPOS DO JORDAO";5292;4716;4427;3869;3199;2459;2124;1656;1426;1115;839;457;379;31958
"35050 SAO JOSE DOS CAMPOS";106540;100248;101190;92657;81558;62363;45490;32960;26432;20773;14434;8872;8213;701730
"35051 GUARATINGUETA";33121;30043;31170;27720;23823;19106;15584;11962;10412;8233;5959;3710;3492;224335
"35052 BANANAL";2010;1832;1910;1657;1339;1135;977;902;795;695;473;280;321;14326
"35053 PARAIBUNA/PARAITINGA";5593;5172;4940;4079;3634;3020;2827;2465;2161;1770;1195;692;595;38143
"35054 CARAGUATATUBA";19254;17779;16410;14072;12050;8955;7035;5381;4436;3412;2140;1319;1196;113439
"35055 REGISTRO";20030;16881;16295;14495;12583;10190;9103;7396;6096;4886;3294;2077;1837;125163
"35056 ITANHAEM";14201;12346;11433;10705;9590;7750;6874;5548;4812;3957;2706;1515;1317;92754
"35057 OSASCO";160678;150789;139702;121960;102312;76048;54478;37815;29246;20996;13446;7631;6420;921521
"35058 FRANCO DA ROCHA";33057;30058;29210;26626;23030;16570;11596;7947;6246;4658;3137;1793;1448;195376
"35059 GUARULHOS";120334;115195;106864;92680;77507;57414;41931;29668;22745;16736;10633;6041;5183;702931
"35060 ITAPECERICA DA SERRA";81348;73769;67825;60749;50817;37747;26028;18109;13446;9662;5942;3397;2993;451832
"35061 SAO PAULO";1183453;1127529;1086071;982446;851684;673864;515199;403974;335989;274243;191013;113235;107962;7846662
"35062 MOGI DAS CRUZES";104151;97167;91642;81848;67619;50414;37028;27254;21481;16286;10626;6145;5385;617046
"35063 SANTOS";111578;103471;102385;94904;83815;66544;53504;43775;37892;31589;21706;12787;12018;775968
"Total";3345946;3146312;3068628;2771847;2381742;1875434;1454120;1155369;973794;786184;540471;328117;308077;22136041
