"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12392;11399;11452;10692;9392;7942;7198;6441;5438;4312;2914;1865;1799;93236
"35002 FERNANDOPOLIS";8242;7765;7916;7337;6373;5339;4697;4096;3413;2808;1925;1208;1155;62274
"35003 VOTUPORANGA";9997;9752;9984;9275;8037;6897;5784;5131;4238;3382;2400;1449;1417;77743
"35004 SAO JOSE DO RIO PRETO";57357;55816;56644;51473;43773;36251;29639;25075;21617;17608;11927;7746;7347;422273
"35005 CATANDUVA";18592;18058;17289;15449;13626;11014;8984;7898;7156;5960;4132;2477;2546;133181
"35006 AURIFLAMA";3892;3579;3645;3242;2783;2470;1962;1789;1573;1226;811;467;483;27922
"35007 NHANDEARA";4637;4586;4687;4425;3847;3405;3062;2685;2330;1871;1336;879;812;38562
"35008 NOVO HORIZONTE";5765;5555;5636;5172;4692;3953;3265;2817;2550;2192;1562;978;849;44986
"35009 BARRETOS";10891;10163;10641;9463;7936;6652;5691;4822;4201;3332;2288;1507;1512;79099
"35010 SAO JOAQUIM DA BARRA";17283;16139;15993;14283;12047;9987;7689;6432;5222;4132;2873;1775;1643;115498
"35011 ITUVERAVA";7857;7267;7337;6870;5749;4809;3935;3452;2925;2229;1552;1013;1006;56001
"35012 FRANCA";32413;31311;30131;26748;22535;18235;13972;11415;9302;7139;4655;3017;2850;213723
"35013 JABOTICABAL";34573;32940;32225;28526;24275;19858;16039;13487;11852;9801;6905;4305;4206;238992
"35014 RIBEIRAO PRETO";73717;69013;69676;64220;54932;43744;34350;27998;23699;19303;13076;8130;8085;509943
"35015 BATATAIS";7780;7336;7523;7024;6262;5079;4062;3444;3088;2573;1711;1120;1080;58082
"35016 ANDRADINA";15867;14364;14152;12569;10825;9572;8013;6673;5545;4391;3104;2021;2018;109114
"35017 ARACATUBA";20642;19486;20127;17843;15188;12373;10364;8759;7408;5952;4233;2630;2659;147664
"35018 BIRIGUI";20673;19327;19056;16926;14688;12012;10086;8394;7391;5856;4145;2583;2495;143632
"35019 LINS";12038;10875;11072;10185;9008;7505;6110;5455;4833;4122;2915;1863;1810;87791
"35020 BAURU";46248;41744;41872;38078;33023;25919;20788;17395;15680;12866;8931;5606;5401;313551
"35021 JAU";27747;25514;26038;23573;19988;15760;12486;10826;10168;8712;5765;3777;3743;194097
"35022 AVARE";13048;11919;11806;10735;9287;7297;5711;4983;4336;3636;2456;1583;1453;88250
"35023 BOTUCATU";15920;14246;14090;12932;11261;9215;7409;6223;5928;4846;3422;2288;2268;110048
"35024 ARARAQUARA";39250;36571;37294;33574;28808;22741;18046;15074;13423;11076;7649;4745;4479;272730
"35025 SAO CARLOS";24035;22183;22475;20303;17533;13637;10960;9327;8150;6839;4711;3070;3019;166242
"35026 RIO CLARO";18515;17012;17460;15972;13420;11210;9239;7579;6907;6133;4466;2860;2873;133646
"35027 LIMEIRA";46273;43886;43732;39592;33577;25939;20092;16128;13913;11378;7692;4466;4003;310671
"35028 PIRACICABA";43385;39698;40535;36529;31637;25374;19875;16225;14050;11909;8268;5287;4891;297663
"35029 PIRASSUNUNGA";15240;14118;14379;12679;10601;8738;7102;5902;5161;4394;3112;1885;1672;104983
"35030 SAO JOAO DA BOA VISTA";32842;30895;31519;29649;25749;20562;16490;14222;12965;11105;7621;4952;4446;243017
"35031 MOJI MIRIM";29656;28375;28500;26015;22205;17677;13741;10985;9503;7787;5255;3104;3039;205842
"35032 CAMPINAS";199276;191772;188344;172036;146755;112403;84636;67183;55978;44889;30472;18389;17227;1329360
"35033 AMPARO";13349;12126;12203;11626;10500;8504;6925;6247;5504;4777;3471;2254;2226;99712
"35034 DRACENA";8607;7938;8050;7653;6701;5497;4952;4571;3991;3370;2284;1476;1323;66413
"35035 ADAMANTINA";12137;11122;11454;10632;9415;8004;7024;6342;5880;4837;3360;2235;2040;94482
"35036 PRESIDENTE PRUDENTE";48148;45907;45180;38559;32784;26928;22592;18991;16511;13094;9013;5580;5335;328622
"35037 TUPA";9182;8392;8356;7733;6532;5511;4857;4274;3703;3104;2210;1382;1402;66638
"35038 MARILIA";26691;23713;23524;21942;19073;15422;12539;10498;9582;8064;5588;3463;3308;183407
"35039 ASSIS";21831;20704;20494;18206;15577;12592;10641;9064;8065;6501;4619;2989;2790;154073
"35040 OURINHOS";22673;20742;21335;19106;17136;14302;11712;9956;8683;7096;4789;3138;3006;163674
