"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35022 AVARE";14998;16111;16441;15958;14805;13212;12193;11034;9193;6981;4928;3404;4291;143549
"35023 BOTUCATU";17061;17973;18999;18646;17052;15315;14444;13284;11400;8912;6472;4555;6092;170205
"35024 ARARAQUARA";40479;44932;48683;46434;41285;37341;35995;32712;27133;21034;15155;10447;13764;415394
"35025 SAO CARLOS";25045;27088;29442;28866;25765;23173;21923;20227;16943;13124;9401;6544;8903;256444
"35026 RIO CLARO";19959;21604;23203;22525;20040;17820;16839;15410;12771;9868;7333;5138;7137;199647
"35027 LIMEIRA";48834;52733;56461;53464;47199;42961;40797;37126;30902;23220;16320;11003;13794;474814
"35028 PIRACICABA";45986;49095;53128;51671;45554;40650;38353;35073;29397;23288;16853;11347;14935;455330
"35029 PIRASSUNUNGA";14931;16021;16971;16171;14221;13065;12717;11721;9683;7495;5594;3844;5050;147484
"35030 SAO JOAO DA BOA VISTA";30304;33184;35025;33791;30823;29209;29085;27446;23575;18322;13330;9361;12621;326076
"35031 MOJI MIRIM";31856;34382;36582;35206;31220;28812;27639;24948;20851;16002;11406;7679;9344;315927
"35032 CAMPINAS";228273;245122;266481;258783;229794;205061;190100;169365;141444;106626;73981;49198;61070;2225298
"35033 AMPARO";13386;14660;15786;15618;14431;13643;13193;12481;10912;8794;6594;4705;6455;150658
"35034 DRACENA";8519;9714;10479;10135;9336;8813;8517;7836;6724;5295;4066;3053;3996;96483
"35035 ADAMANTINA";11494;13753;15412;13889;12220;11318;11175;10477;8942;7122;5585;4222;5620;131229
"35036 PRESIDENTE PRUDENTE";43371;46966;48530;46902;44483;43119;42684;38062;31177;24378;18474;13309;16612;458067
"35037 TUPA";7475;8245;8913;8747;8172;7874;7834;7282;6218;4943;3888;2934;3889;86414
"35038 MARILIA";25216;26803;28710;28284;26351;24452;23528;21796;18827;14787;10927;7721;10293;267695
"35039 ASSIS";20330;22203;23099;21972;20529;19453;19006;17261;14300;11132;8324;5898;7558;211065
"35040 OURINHOS";22435;23918;24647;23606;21756;20625;20125;18589;15734;12574;9384;6559;8166;228118
"35041 ITAPEVA";20332;20358;19736;18923;17363;16103;15457;14058;11386;8616;6210;4314;5178;178034
"35042 ITAPETININGA";17268;18115;19048;18078;15657;13633;12614;11483;9560;7215;5127;3454;4358;155610
"35043 TATUI";23058;24265;25632;24449;21834;19446;18123;16311;13587;10443;7567;5137;6164;216016
"35044 CAPAO BONITO";10654;10501;9934;9817;9474;8929;8197;7241;5951;4745;3661;2575;2943;94622
"35045 PIEDADE";15853;15969;15905;15367;14209;13490;12916;11639;9423;7213;5474;3765;4083;145306
"35046 SOROCABA";117274;123465;130605;126039;112519;100764;94368;84695;68927;51115;35562;23478;28814;1097625
"35047 JUNDIAI";53832;58287;64273;62705;55003;48443;44793;40132;33402;25152;17637;11912;14973;530544
"35048 BRAGANCA PAULISTA";42359;44990;48079;47005;43007;38791;36116;33147;27982;21342;15578;10642;13380;422418
"35049 CAMPOS DO JORDAO";5830;5864;5791;5738;5547;5222;4901;4275;3342;2437;1765;1197;1382;53291
"35050 SAO JOSE DOS CAMPOS";120376;126822;135609;133493;119002;105518;98651;90005;76290;58490;39846;24980;28783;1157865
"35051 GUARATINGUETA";31905;34541;36545;35207;31480;28728;27809;25876;21593;16415;11802;7852;9598;319351
"35052 BANANAL";2048;2059;2067;1989;1911;1838;1796;1623;1305;1018;803;573;772;19802
"35053 PARAIBUNA/PARAITINGA";5369;5525;5352;5258;5163;5216;5119;4564;3780;2903;2268;1691;1908;54116
"35054 CARAGUATATUBA";26326;26321;26881;26933;25224;22479;20092;17222;14208;10810;7492;4843;5324;234155
"35055 REGISTRO";18800;18243;17686;18272;17770;16382;15634;14235;12107;9625;7331;5379;6177;177641
"35056 ITANHAEM";17758;17147;16885;17256;16970;16181;15918;15470;13948;11225;8468;5876;6309;179411
"35057 OSASCO";159496;161157;170581;164748;146470;129082;114482;97042;78932;58709;38765;23439;25074;1367977
"35058 FRANCO DA ROCHA";44597;44970;46202;43677;38639;33799;29968;25586;20680;14701;9264;5341;5325;362749
"35059 GUARULHOS";125762;123903;127941;123643;112199;101295;90203;75406;60713;44761;29713;18388;19832;1053759
"35060 ITAPECERICA DA SERRA";94496;94374;99191;96755;86127;75230;65750;55131;44775;32808;21558;12900;13181;792276
"35061 SAO PAULO";1122118;1156734;1277641;1267895;1139863;1011416;922928;824195;700380;549288;390829;262293;342577;10968157
"35062 MOGI DAS CRUZES";124992;124792;125454;118259;106955;97154;88247;75830;60995;44031;29238;18238;19808;1033993
"35063 SANTOS";119315;121291;128474;128655;118198;107871;101805;93279;80362;62672;45279;31954;40959;1180114
"Total";3444987;3603105;3870857;3777409;3397581;3055073;2837660;2541542;2131564;1642778;1168609;787462;988167;33246794
