"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12336;11616;10726;9376;8074;7242;6596;5672;4618;3409;2351;1561;1392;84969
"35002 FERNANDOPOLIS";8666;8110;7624;6591;5578;4883;4241;3587;3099;2265;1572;1111;861;58188
"35003 VOTUPORANGA";10097;9902;9033;7859;6989;5906;5282;4283;3648;2750;1849;1254;1054;69906
"35004 SAO JOSE DO RIO PRETO";50095;50756;46288;39297;33137;27305;23845;20803;17935;12920;8937;6027;5337;342682
"35005 CATANDUVA";16369;15573;14132;12392;10291;8258;7591;6943;6131;4564;3126;2123;1867;109360
"35006 AURIFLAMA";4010;3983;3377;2963;2656;2070;1910;1658;1341;998;619;449;399;26433
"35007 NHANDEARA";5004;4858;4553;3935;3524;3043;2823;2348;2039;1488;1066;720;679;36080
"35008 NOVO HORIZONTE";5734;5632;5220;4709;3977;3209;2861;2613;2327;1793;1220;833;709;40837
"35009 BARRETOS";10278;10381;9398;7934;6587;5541;4837;4232;3656;2625;1924;1323;1132;69848
"35010 SAO JOAQUIM DA BARRA";15641;15145;13664;11538;9858;7674;6453;5371;4528;3320;2232;1492;1234;98150
"35011 ITUVERAVA";7048;6705;6522;5376;4780;3852;3514;2889;2377;1783;1255;816;768;47685
"35012 FRANCA";28353;26997;24181;20304;16916;12762;10897;8890;7248;5005;3457;2275;2033;169318
"35013 JABOTICABAL";32593;30947;27814;23580;19572;15499;13457;11783;10363;7839;5303;3684;3205;205639
"35014 RIBEIRAO PRETO";64720;66253;61746;53291;43168;33386;28629;24078;21090;15069;10094;7091;6164;434779
"35015 BATATAIS";7442;7295;6884;6007;5063;4001;3496;3081;2790;2113;1424;949;822;51367
"35016 ANDRADINA";15531;14232;12821;11203;9853;8271;6931;5770;4739;3603;2527;1811;1534;98826
"35017 ARACATUBA";19439;19520;17565;14838;12400;10136;8933;7486;6361;4809;3309;2278;2051;129125
"35018 BIRIGUI";18761;17644;15689;13627;11437;9555;8178;7138;5954;4572;3086;2074;1856;119571
"35019 LINS";11473;10997;10074;8798;7421;6105;5491;5095;4558;3443;2410;1635;1446;78946
"35020 BAURU";39347;39050;36036;31042;24870;19843;17084;15597;13638;10141;6905;4745;4027;262325
"35021 JAU";23848;23882;21752;18526;14897;11623;10594;9753;8935;6421;4442;3162;2752;160587
"35022 AVARE";11246;10941;10060;8932;7225;5516;4850;4462;3739;2820;1919;1305;1079;74094
"35023 BOTUCATU";13193;12540;11793;10088;8680;6759;5991;5720;4866;3789;2677;1934;1658;89688
"35024 ARARAQUARA";35005;35339;31811;27408;22045;17274;15061;13307;11754;8699;5846;3977;3606;231132
"35025 SAO CARLOS";20071;19824;18435;15793;13079;10256;9158;7948;7295;5430;3858;2647;2594;136388
"35026 RIO CLARO";15156;15426;14337;12120;10406;8504;7406;6601;6246;4774;3413;2382;1976;108747
"35027 LIMEIRA";39587;39095;35920;30687;24393;18693;15720;13474;11910;8422;5443;3575;2910;249829
"35028 PIRACICABA";36841;37294;33752;29643;24489;18996;15856;13963;12424;9232;6460;4305;3598;246853
"35029 PIRASSUNUNGA";12534;12813;11494;9759;8229;6595;5711;5073;4474;3366;2280;1501;1159;84988
"35030 SAO JOAO DA BOA VISTA";31335;30342;28603;24890;20450;16201;14340;13212;12089;9004;6139;4252;3601;214458
"35031 MOJI MIRIM";25315;24745;22882;19751;16059;12374;10487;8832;7704;5551;3730;2568;2218;162216
"35032 CAMPINAS";169781;170273;157814;135604;106458;79925;66399;55022;46484;33368;21994;14645;12230;1069997
"35033 AMPARO";11785;11431;11044;9854;8394;6494;6058;5347;5010;3867;2857;1915;1642;85698
"35034 DRACENA";9449;8748;8270;7126;6037;5287;4899;4265;3758;2774;1827;1214;1099;64753
"35035 ADAMANTINA";13392;12598;11476;10061;8597;7689;6876;6405;5450;4056;2961;1890;1714;93165
"35036 PRESIDENTE PRUDENTE";47492;44128;37903;32175;26822;22618;19473;16781;13950;10464;6880;4605;4175;287466
"35037 TUPA";9164;8617;7781;6642;5606;4886;4371;3921;3328;2610;1690;1198;1084;60898
"35038 MARILIA";24158;23183;21491;18657;15399;12401;10668;9735;8713;6542;4410;2951;2589;160897
"35039 ASSIS";20440;19510;17238;14655;12213;10263;9039;7954;6954;5241;3655;2395;2177;131734
"35040 OURINHOS";20567;19982;17745;16100;13825;11486;9730;8762;7459;5466;3893;2667;2311;139993
"35041 ITAPEVA";18325;17308;15513;13270;10694;8640;7455;6669;5516;4116;2879;1799;1463;113647
"35042 ITAPETININGA";11634;11328;10532;9069;7349;5840;4949;4436;3841;2947;2133;1390;1136;76584
"35043 TATUI";14370;13886;12713;10978;9207;7566;6381;5852;5030;3971;2786;1768;1437;95945
"35044 CAPAO BONITO";11888;10466;9082;7658;6665;5532;4584;3983;3128;2450;1647;1029;720;68832
"35045 PIEDADE";13346;12195;10609;8585;7253;6003;5118;4397;3684;2742;1725;1091;882;77630
"35046 SOROCABA";80323;80311;73154;61659;49108;37877;31101;27019;23283;17155;11439;7309;6031;505769
"35047 JUNDIAI";40526;40402;38167;32999;26409;20109;17002;14050;12010;8834;5869;3828;3253;263458
"35048 BRAGANCA PAULISTA";29060;28197;25942;22504;18945;14572;12701;11022;10052;7461;5016;3327;2788;191587
"35049 CAMPOS DO JORDAO";5343;4993;4298;3585;2866;2277;1981;1618;1396;1057;684;406;314;30818
"35050 SAO JOSE DOS CAMPOS";95052;95824;89382;78939;62098;44348;33977;26485;22424;16583;11004;7198;5904;589218
"35051 GUARATINGUETA";29980;29868;27221;23199;19401;15108;12489;10781;9103;7033;4762;3248;2621;194814
"35052 BANANAL";2065;1943;1701;1320;1183;974;949;794;761;555;404;293;236;13178
"35053 PARAIBUNA/PARAITINGA";5948;5519;4588;3775;3342;3010;2672;2389;2134;1621;1025;655;496;37174
"35054 CARAGUATATUBA";14345;13316;11808;10242;7898;5928;4784;3995;3461;2444;1581;1044;892;81738
"35055 REGISTRO";17213;15690;13959;12176;10339;8620;7487;6173;5267;3883;2578;1668;1412;106465
"35056 ITANHAEM";9878;9065;8320;7606;6260;5123;4555;3894;3741;2787;1848;1128;802;65007
"35057 OSASCO";124516;118725;107844;92359;71777;50952;38266;28380;22158;15181;9313;5644;4300;689415
"35058 FRANCO DA ROCHA";22715;21863;21165;19039;14690;10057;7298;5587;4652;3398;2075;1279;946;134764
"35059 GUARULHOS";86615;83181;75463;65399;51236;36240;28125;20889;16682;11319;7030;4370;3293;489842
"35060 ITAPECERICA DA SERRA";57552;54105;50030;43951;34249;23540;17213;12448;9861;6625;4117;2552;1983;318226
"35061 SAO PAULO";1123321;1136618;1048381;912054;741130;558503;463927;375095;327822;238292;154446;100820;87358;7267767
"35062 MOGI DAS CRUZES";77497;74472;68511;58491;45362;33056;26226;20138;16661;11852;7440;4782;3625;448113
"35063 SANTOS";101128;101287;93947;84026;68598;54247;46787;40238;35053;26130;17064;11590;9832;689927
"Total";2965936;2936869;2697278;2336014;1895513;1450503;1211763;1006186;868702;634841;419905;277557;236466;18937533
