"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35019 LINS";11529;9790;8527;7342;6700;5870;5333;4476;3873;2957;2048;1346;1132;70923
"35020 BAURU";36483;33114;28575;24218;21230;17851;15756;13226;11077;8535;5620;3828;3055;222568
"35021 JAU";22397;20179;17207;14417;12668;10752;9816;8227;7137;5449;3725;2547;2105;136626
"35022 AVARE";10351;9297;8080;7009;6024;4934;4318;3689;3067;2397;1600;1057;842;62665
"35023 BOTUCATU";12018;10550;9426;7909;7188;6099;5493;4776;4033;3198;2267;1527;1229;75713
"35024 ARARAQUARA";31527;29196;24877;21050;18105;15161;13363;11101;9291;7174;4889;3266;2704;191704
"35025 SAO CARLOS";18700;16876;14588;12255;10787;8895;8103;6683;5815;4483;3144;2148;1839;114316
"35026 RIO CLARO";14248;12986;11714;9909;8796;7531;6961;5862;5204;4080;2818;1915;1561;93585
"35027 LIMEIRA";36008;32441;28207;23273;19483;15847;13839;11037;9149;6720;4334;2794;2158;205290
"35028 PIRACICABA";33952;31607;27448;22951;19877;16220;14254;11691;10081;7549;5246;3401;2729;207006
"35029 PIRASSUNUNGA";11581;10550;9381;7769;6842;5706;5133;4241;3545;2684;1798;1163;889;71282
"35030 SAO JOAO DA BOA VISTA";30327;26695;23445;20002;17708;14843;13534;11342;9854;7592;5137;3522;2673;186674
"35031 MOJI MIRIM";22904;20745;18098;15127;12878;10371;9040;7261;6047;4576;3074;2008;1584;133713
"35032 CAMPINAS";150249;140803;121642;100405;82685;65383;55745;43940;35322;26266;17132;11121;8688;859381
"35033 AMPARO";11144;10188;9192;7849;7069;5796;5560;4720;4136;3358;2374;1540;1270;74196
"35034 DRACENA";9890;8099;7259;6405;5843;5094;4551;3627;2961;2312;1561;1048;825;59475
"35035 ADAMANTINA";14544;11937;10601;9535;8696;7738;6810;5574;4640;3542;2460;1583;1328;88988
"35036 PRESIDENTE PRUDENTE";42580;36591;31318;27083;23809;20292;17261;13964;11133;8614;5660;3732;3092;245129
"35037 TUPA";9112;7738;6718;5925;5257;4574;4033;3417;2797;2208;1448;1021;863;55111
"35038 MARILIA";23467;20244;17819;15209;13295;11468;10030;8399;7148;5444;3672;2441;1947;140583
"35039 ASSIS";18013;15892;14020;12180;10650;9172;8109;6783;5703;4430;3038;1960;1670;111620
"35040 OURINHOS";19226;17404;15224;13538;12027;10312;8854;7355;6161;4802;3333;2181;1796;122213
"35041 ITAPEVA";17555;15350;13112;11355;9691;8049;6902;5791;4717;3612;2383;1473;1112;101102
"35042 ITAPETININGA";11061;9754;8511;7217;6236;5248;4497;3915;3308;2562;1756;1115;886;66066
"35043 TATUI";12446;11255;9883;8486;7501;6335;5648;4877;4097;3219;2216;1386;1085;78434
"35044 CAPAO BONITO";10668;9061;7814;6767;5913;4812;4062;3396;2713;2082;1327;789;541;59945
"35045 PIEDADE";11254;9638;8306;6962;6065;5088;4346;3638;2948;2256;1391;844;655;63391
"35046 SOROCABA";70495;64953;56095;46278;38871;31777;27243;22516;18414;13832;9255;5808;4469;410006
"35047 JUNDIAI";38269;35425;30900;25799;21608;17305;14798;11772;9609;7189;4754;3013;2372;222813
"35048 BRAGANCA PAULISTA";25704;23159;20479;17492;15205;12364;11142;9166;8023;6061;4141;2635;2121;157692
"35049 CAMPOS DO JORDAO";4750;4037;3421;2862;2457;1925;1741;1405;1147;847;548;321;245;25706
"35050 SAO JOSE DOS CAMPOS";85573;81611;70846;58283;46571;34624;28027;21688;17750;13040;8584;5553;4489;476639
"35051 GUARATINGUETA";29269;25946;22617;18955;16161;13172;11380;9372;7846;6003;3951;2631;2107;169410
"35052 BANANAL";2023;1649;1446;1209;1146;946;904;742;668;514;363;254;206;12070
"35053 PARAIBUNA/PARAITINGA";5481;4658;3965;3516;3103;2822;2508;2094;1832;1396;892;561;408;33236
"35054 CARAGUATATUBA";11082;10111;8686;7328;5784;4437;3683;3039;2574;1905;1221;762;638;61250
"35055 REGISTRO";15488;13732;11804;10553;9157;7465;6490;5190;4264;3252;2078;1319;1066;91858
"35056 ITANHAEM";7799;7019;6216;5657;4677;3833;3577;2979;2682;2065;1343;780;541;49168
"35057 OSASCO";109170;101296;86133;69409;54854;39758;31147;22658;16924;11818;7123;4192;3039;557521
"35058 FRANCO DA ROCHA";17220;16558;15238;12961;10185;7394;5791;4509;3631;2606;1573;971;673;99310
"35059 GUARULHOS";73100;68785;59706;49001;39200;28193;22543;16387;12462;8660;5213;3204;2355;388809
"35060 ITAPECERICA DA SERRA";45249;42835;37787;31515;24416;17120;12944;9294;7170;4886;3002;1796;1386;239400
"35061 SAO PAULO";1146890;1090399;930383;760612;638784;503148;437103;337113;270494;199759;129918;82641;67132;6594376
"35062 MOGI DAS CRUZES";63743;58643;51511;42697;34593;26015;21226;16015;12740;9214;5836;3618;2630;348481
"35063 SANTOS";97502;92134;80051;68865;59205;48302;42620;34559;28109;21479;14189;9382;7393;603790
"Total";2810840;2606910;2250644;1871766;1581086;1260647;1087768;859812;700387;524020;345152;222524;177979;16299535
