"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35027 LIMEIRA";38381;36856;33324;28192;22741;17736;15087;12654;10981;7849;5070;3310;2656;234837
"35028 PIRACICABA";35870;35380;31631;27391;22938;18060;15316;13199;11636;8667;6051;4000;3305;233444
"35029 PIRASSUNUNGA";12214;12052;10783;9089;7762;6297;5516;4794;4161;3137;2118;1387;1068;80378
"35030 SAO JOAO DA BOA VISTA";30995;29116;26868;23247;19525;15744;14068;12583;11338;8530;5800;4005;3289;205108
"35031 MOJI MIRIM";24503;23399;21273;18196;14989;11700;9999;8304;7146;5223;3510;2379;2005;152626
"35032 CAMPINAS";163208;160357;145640;123758;98458;75031;62812;51291;42729;30979;20359;13460;11037;999119
"35033 AMPARO";11569;11013;10420;9179;7946;6260;5889;5136;4715;3695;2695;1789;1518;81824
"35034 DRACENA";9597;8530;7930;6884;5970;5222;4782;4048;3488;2619;1737;1158;1007;62972
"35035 ADAMANTINA";13780;12373;11177;9881;8629;7706;6853;6124;5175;3880;2792;1788;1583;91741
"35036 PRESIDENTE PRUDENTE";45843;41602;35696;30464;25810;21838;18728;15840;13007;9844;6473;4313;3813;273271
"35037 TUPA";9148;8320;7423;6401;5489;4780;4258;3750;3149;2474;1607;1138;1010;58947
"35038 MARILIA";23923;22192;20256;17496;14689;12089;10454;9285;8187;6174;4161;2780;2373;154059
"35039 ASSIS";19623;18293;16154;13824;11686;9895;8726;7561;6533;4967;3447;2247;2006;124962
"35040 OURINHOS";20115;19116;16898;15239;13219;11092;9437;8288;7021;5242;3705;2503;2139;134014
"35041 ITAPEVA";18066;16649;14705;12625;10356;8443;7268;6373;5249;3946;2712;1689;1345;109426
"35042 ITAPETININGA";11442;10798;9852;8445;6974;5641;4797;4261;3661;2817;2007;1297;1051;73043
"35043 TATUI";13722;13000;11760;10140;8633;7152;6136;5523;4717;3719;2592;1640;1319;90053
"35044 CAPAO BONITO";11478;9993;8655;7358;6412;5291;4407;3785;2987;2325;1539;947;660;65837
"35045 PIEDADE";12642;11335;9833;8039;6854;5696;4857;4141;3435;2578;1612;1009;805;72836
"35046 SOROCABA";77017;75141;67413;56482;45661;35825;29802;25503;21646;16039;10705;6804;5505;473543
"35047 JUNDIAI";39767;38727;35722;30576;24793;19165;16261;13284;11201;8281;5494;3554;2957;249782
"35048 BRAGANCA PAULISTA";27930;26502;24102;20817;17686;13829;12176;10397;9370;6991;4722;3095;2563;180180
"35049 CAMPOS DO JORDAO";5144;4668;4002;3341;2728;2159;1900;1545;1311;986;638;378;291;29091
"35050 SAO JOSE DOS CAMPOS";91861;91041;83146;71986;56872;41075;31975;24871;20850;15390;10190;6644;5429;551330
"35051 GUARATINGUETA";29740;28549;25672;21770;18312;14457;12116;10305;8682;6687;4490;3042;2448;186270
"35052 BANANAL";2052;1844;1616;1283;1170;965;933;777;730;541;390;280;226;12807
"35053 PARAIBUNA/PARAITINGA";5791;5230;4379;3689;3261;2946;2617;2291;2033;1545;981;624;467;35854
"35054 CARAGUATATUBA";13247;12238;10758;9261;7187;5426;4413;3673;3162;2264;1459;949;807;74844
"35055 REGISTRO";16633;15030;13234;11629;9942;8232;7151;5841;4930;3671;2410;1551;1295;101549
"35056 ITANHAEM";9178;8377;7613;6951;5728;4689;4226;3588;3384;2543;1679;1012;715;59683
"35057 OSASCO";119353;112860;100537;84635;66081;47185;35871;26456;20397;14050;8575;5155;3875;645030
"35058 FRANCO DA ROCHA";20866;20077;19171;16994;13174;9161;6790;5226;4308;3131;1906;1175;854;122833
"35059 GUARULHOS";82068;78335;70160;59881;47186;33532;26247;19375;15261;10424;6419;3977;2978;455843
"35060 ITAPECERICA DA SERRA";53410;50311;45910;39766;30940;21379;15775;11386;8957;6041;3742;2298;1782;291697
"35061 SAO PAULO";1131253;1121064;1008671;861091;706689;539876;454900;362314;308530;225325;146192;94702;80551;7041158
"35062 MOGI DAS CRUZES";72868;69144;62792;53175;41737;30687;24543;18749;15342;10963;6900;4391;3290;414581
"35063 SANTOS";99907;98207;89271;78925;65437;52246;45384;38327;32716;24566;16097;10847;9011;660941
"Total";2913744;2825843;2546995;2179789;1789699;1386625;1170029;956943;812065;597547;394759;259037;216793;18049868
