"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12353;11272;10357;9119;7980;7042;6322;5341;4332;3243;2234;1480;1270;82345
"35002 FERNANDOPOLIS";8632;7893;7331;6377;5487;4723;4078;3380;2900;2148;1478;1033;794;56254
"35003 VOTUPORANGA";10088;9523;8646;7554;6760;5661;5042;4057;3417;2597;1753;1177;965;67240
"35004 SAO JOSE DO RIO PRETO";48586;47530;42986;36565;31283;26031;22759;19413;16580;12103;8355;5614;4865;322670
"35005 CATANDUVA";15918;14831;13240;11568;9831;8029;7378;6545;5705;4320;2946;1974;1708;103993
"35006 AURIFLAMA";3979;3806;3235;2844;2568;2020;1833;1548;1247;944;596;416;368;25404
"35007 NHANDEARA";5047;4738;4388;3823;3457;2963;2703;2222;1929;1428;1016;687;622;35023
"35008 NOVO HORIZONTE";5879;5566;5032;4498;3873;3172;2836;2518;2185;1692;1150;775;647;39823
"35009 BARRETOS";9987;9708;8722;7407;6271;5316;4644;3981;3426;2486;1829;1224;1041;66042
"35010 SAO JOAQUIM DA BARRA";15342;14438;12940;10847;9343;7352;6187;5079;4256;3144;2105;1394;1125;93552
"35011 ITUVERAVA";7021;6454;6176;5138;4606;3737;3359;2727;2256;1718;1181;774;703;45850
"35012 FRANCA";27063;25202;22347;18636;15735;12014;10241;8267;6710;4709;3230;2118;1839;158111
"35013 JABOTICABAL";31284;29126;25921;21904;18463;14766;12972;11151;9683;7381;5000;3448;2941;194040
"35014 RIBEIRAO PRETO";63134;62794;57384;49154;40418;31736;27332;22647;19516;14186;9486;6567;5576;409930
"35015 BATATAIS";7433;7083;6537;5656;4847;3889;3399;2941;2620;1983;1339;905;758;49390
"35016 ANDRADINA";15228;13716;12320;10755;9473;7902;6629;5480;4487;3440;2393;1677;1400;94900
"35017 ARACATUBA";18967;18435;16453;13955;11874;9683;8526;7097;5959;4561;3119;2124;1876;122629
"35018 BIRIGUI";18328;16756;14765;12806;10905;9159;7865;6728;5579;4286;2902;1946;1693;113718
"35019 LINS";11490;10595;9560;8309;7179;6024;5439;4888;4331;3278;2289;1539;1341;76262
"35020 BAURU";38383;37055;33525;28747;23645;19173;16638;14799;12778;9600;6475;4435;3702;248955
"35021 JAU";23360;22636;20222;17142;14147;11329;10331;9240;8329;6092;4201;2956;2534;152519
"35022 AVARE";10946;10387;9394;8284;6822;5321;4671;4203;3513;2679;1812;1221;999;70252
"35023 BOTUCATU";12796;11870;10996;9355;8177;6537;5823;5402;4585;3590;2539;1797;1514;84981
"35024 ARARAQUARA";33835;33272;29478;25267;20719;16563;14492;12565;10924;8186;5525;3736;3302;217864
"35025 SAO CARLOS";19610;18832;17140;14603;12306;9798;8804;7523;6798;5110;3618;2478;2340;128960
"35026 RIO CLARO";14851;14606;13453;11376;9866;8178;7256;6353;5895;4540;3212;2225;1837;103648
