"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12253;11276;11319;10579;9295;7857;7127;6386;5391;4275;2888;1846;1783;92275
"35002 FERNANDOPOLIS";8209;7740;7889;7314;6354;5323;4681;4083;3402;2800;1918;1204;1151;62068
"35003 VOTUPORANGA";9820;9574;9811;9106;7893;6781;5697;5055;4172;3329;2362;1424;1396;76420
"35004 SAO JOSE DO RIO PRETO";55071;53596;54381;49420;42028;34813;28478;24104;20785;16942;11478;7456;7075;405627
"35005 CATANDUVA";17842;17330;16596;14830;13086;10580;8634;7591;6883;5732;3974;2381;2449;127908
"35006 AURIFLAMA";3898;3583;3651;3243;2785;2473;1967;1790;1573;1228;811;467;481;27950
"35007 NHANDEARA";4611;4563;4668;4407;3829;3394;3049;2675;2323;1862;1327;875;810;38393
"35008 NOVO HORIZONTE";5681;5474;5555;5099;4627;3898;3220;2776;2515;2161;1541;964;835;44346
"35009 BARRETOS";10643;9932;10404;9253;7759;6504;5563;4715;4108;3260;2238;1475;1478;77332
"35010 SAO JOAQUIM DA BARRA";16754;15644;15503;13847;11678;9681;7453;6234;5063;4004;2785;1722;1595;111963
"35011 ITUVERAVA";7610;7037;7101;6657;5574;4666;3816;3346;2835;2158;1504;982;972;54258
"35012 FRANCA";30920;29861;28733;25512;21492;17387;13327;10890;8877;6811;4441;2880;2720;203851
"35013 JABOTICABAL";33568;31978;31280;27684;23561;19264;15566;13085;11501;9504;6701;4177;4080;231949
"35014 RIBEIRAO PRETO";71245;66692;67354;62119;53170;42357;33277;27126;22971;18722;12684;7886;7851;493454
"35015 BATATAIS";7593;7159;7342;6852;6108;4952;3963;3362;3013;2511;1669;1090;1052;56666
"35016 ANDRADINA";15685;14202;13995;12426;10703;9463;7927;6598;5486;4346;3071;2000;1997;107899
"35017 ARACATUBA";20212;19084;19706;17466;14866;12109;10147;8578;7256;5827;4145;2574;2602;144572
"35018 BIRIGUI";19887;18587;18341;16303;14141;11573;9725;8103;7137;5659;4003;2493;2409;138361
"35019 LINS";11832;10687;10884;10018;8864;7384;6012;5369;4758;4061;2873;1834;1783;86359
"35020 BAURU";44649;40290;40420;36767;31896;25043;20087;16822;15163;12454;8651;5431;5233;302906
"35021 JAU";26702;24550;25059;22695;19240;15176;12025;10426;9790;8389;5549;3636;3600;186837
"35022 AVARE";12607;11518;11406;10375;8968;7035;5509;4807;4182;3504;2368;1527;1400;85206
"35023 BOTUCATU";15295;13689;13538;12428;10820;8855;7118;5979;5695;4657;3288;2199;2181;105742
"35024 ARARAQUARA";38062;35466;36189;32583;27968;22082;17522;14637;13043;10764;7435;4606;4354;264711
