"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35025 SAO CARLOS";23126;21346;21626;19537;16878;13128;10554;8979;7847;6591;4540;2960;2909;160021
"35026 RIO CLARO";17753;16313;16742;15316;12870;10749;8860;7265;6622;5882;4282;2741;2754;128149
"35027 LIMEIRA";44186;41917;41785;37836;32097;24791;19201;15414;13298;10873;7354;4269;3828;296849
"35028 PIRACICABA";41768;38217;39031;35177;30470;24432;19140;15617;13520;11460;7955;5091;4706;286584
"35029 PIRASSUNUNGA";14548;13479;13730;12104;10122;8350;6786;5637;4927;4195;2972;1802;1599;100251
"35030 SAO JOAO DA BOA VISTA";32095;30197;30795;28972;25165;20098;16120;13907;12674;10860;7456;4844;4349;237532
"35031 MOJI MIRIM";28212;27001;27115;24757;21136;16826;13084;10462;9051;7420;5004;2958;2896;195922
"35032 CAMPINAS";190899;183744;180512;164907;140681;107823;81223;64516;53761;43121;29280;17672;16566;1274705
"35033 AMPARO";12969;11777;11852;11296;10202;8265;6732;6066;5349;4644;3375;2191;2164;96882
"35034 DRACENA";8613;7948;8064;7666;6711;5507;4962;4584;4000;3382;2290;1480;1327;66534
"35035 ADAMANTINA";12203;11185;11513;10689;9462;8048;7061;6376;5915;4867;3379;2249;2051;94998
"35036 PRESIDENTE PRUDENTE";47170;44979;44269;37777;32118;26392;22142;18616;16190;12839;8835;5470;5229;322026
"35037 TUPA";9075;8292;8259;7644;6454;5444;4799;4225;3659;3066;2184;1365;1383;65849
"35038 MARILIA";26139;23208;23027;21480;18683;15114;12294;10294;9396;7915;5486;3399;3245;179680
"35039 ASSIS";21272;20180;19973;17738;15178;12270;10375;8839;7861;6336;4502;2913;2721;150158
"35040 OURINHOS";21905;20045;20614;18465;16560;13838;11328;9642;8415;6875;4637;3039;2913;158276
"35041 ITAPEVA";19534;17749;17691;15448;12884;10079;8275;6959;6361;4815;3265;2107;1770;126937
"35042 ITAPETININGA";13102;11773;11881;10892;9364;7334;5908;4847;4326;3509;2433;1670;1420;88459
"35043 TATUI";17100;15669;15624;13983;12206;9900;8202;6762;6017;4787;3496;2224;1885;117855
"35044 CAPAO BONITO";12384;10305;9274;8176;7014;6009;4971;4089;3459;2584;1787;1123;892;72067
"35045 PIEDADE";14454;13153;12350;10737;8706;7143;6055;4995;4326;3294;2194;1220;1106;89733
"35046 SOROCABA";93205;86781;87420;78956;65878;50889;39496;30960;26938;21497;14904;8994;8050;613968
"35047 JUNDIAI";42864;40422;40231;37970;32660;25281;19118;15682;12927;10409;7157;4351;3979;293051
"35048 BRAGANCA PAULISTA";34087;30995;29760;28111;23995;19496;15376;12631;11019;9326;6441;3929;3627;228793
"35049 CAMPOS DO JORDAO";5303;4723;4433;3873;3203;2463;2122;1653;1425;1112;837;453;378;31978
"35050 SAO JOSE DOS CAMPOS";103372;97261;98167;89887;79119;60516;44149;32000;25664;20168;14012;8618;7977;680910
"35051 GUARATINGUETA";32308;29305;30412;27052;23248;18653;15216;11677;10168;8036;5817;3624;3411;218927
"35052 BANANAL";2000;1823;1901;1650;1332;1131;973;898;792;691;471;279;318;14259
"35053 PARAIBUNA/PARAITINGA";5629;5206;4970;4106;3658;3039;2841;2477;2171;1777;1199;692;595;38360
"35054 CARAGUATATUBA";18176;16784;15496;13279;11371;8449;6642;5080;4187;3220;2020;1246;1130;107080
"35055 REGISTRO";19512;16442;15865;14123;12257;9931;8874;7206;5941;4760;3214;2024;1791;121940
"35056 ITANHAEM";13440;11685;10822;10128;9069;7330;6509;5253;4552;3745;2557;1435;1249;87774
"35057 OSASCO";152066;142723;132260;115453;96861;72042;51664;35890;27772;19935;12766;7247;6096;872775
"35058 FRANCO DA ROCHA";30837;28043;27258;24842;21488;15470;10829;7424;5835;4354;2933;1677;1353;182343
"35059 GUARULHOS";112036;107246;99492;86291;72169;53462;39049;27632;21187;15592;9907;5630;4832;654525
"35060 ITAPECERICA DA SERRA";76123;69053;63509;56896;47584;35344;24386;16976;12610;9064;5575;3185;2806;423111
"35061 SAO PAULO";1168396;1113067;1072173;970035;840974;665627;509055;399351;332280;271348;189056;112090;106906;7750358
"35062 MOGI DAS CRUZES";97531;90953;85831;76692;63404;47341;34793;25647;20223;15349;10021;5796;5085;578666
"35063 SANTOS";109187;101264;100294;92999;82187;65324;52574;43039;37289;31104;21391;12622;11890;761164
"Total";3245228;3051765;2977146;2689923;2312123;1821978;1413628;1124104;947876;765762;526688;319808;300473;21496502
