"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35025 SAO CARLOS";19823;19294;17742;15156;12666;10011;8969;7720;7028;5259;3729;2557;2458;132412
"35026 RIO CLARO";14993;14987;13866;11723;10117;8329;7326;6468;6058;4649;3305;2298;1900;106019
"35027 LIMEIRA";38941;37898;34532;29352;23508;18180;15380;13036;11412;8116;5244;3436;2774;241809
"35028 PIRACICABA";36321;36271;32616;28439;23658;18496;15567;13554;12002;8929;6240;4142;3442;239677
"35029 PIRASSUNUNGA";12363;12405;11113;9401;7979;6434;5607;4924;4308;3243;2194;1440;1110;82521
"35030 SAO JOAO DA BOA VISTA";31154;29684;27675;24009;19956;15956;14195;12876;11686;8749;5958;4119;3434;209451
"35031 MOJI MIRIM";24881;24025;22020;18918;15486;12014;10227;8549;7405;5376;3611;2468;2104;157084
"35032 CAMPINAS";166263;164968;151300;129265;102177;77305;64482;53027;44474;32087;21118;14011;11591;1032068
"35033 AMPARO";11668;11207;10712;9494;8155;6369;5968;5233;4852;3776;2769;1848;1575;83626
"35034 DRACENA";9530;8631;8086;6997;6002;5252;4837;4150;3615;2691;1779;1185;1050;63805
"35035 ADAMANTINA";13602;12476;11316;9962;8615;7700;6864;6252;5300;3962;2869;1834;1642;92394
"35036 PRESIDENTE PRUDENTE";46610;42778;36723;31260;26283;22204;19074;16277;13444;10137;6661;4450;3982;279883
"35037 TUPA";9154;8458;7589;6512;5542;4829;4309;3828;3232;2537;1646;1166;1044;59846
"35038 MARILIA";24034;22654;20831;18036;15022;12234;10552;9495;8431;6345;4278;2861;2474;157247
"35039 ASSIS";20003;18860;16657;14207;11931;10068;8871;7744;6729;5096;3546;2317;2085;128114
"35040 OURINHOS";20326;19520;17291;15640;13501;11274;9572;8508;7226;5346;3791;2580;2220;136795
"35041 ITAPEVA";18185;16957;15081;12926;10512;8533;7356;6511;5374;4024;2791;1739;1399;111388
"35042 ITAPETININGA";11531;11045;10168;8735;7149;5734;4868;4343;3745;2878;2065;1341;1091;74693
"35043 TATUI";14023;13413;12204;10529;8900;7345;6250;5677;4863;3836;2683;1700;1374;92797
"35044 CAPAO BONITO";11669;10212;8854;7496;6530;5403;4490;3878;3054;2382;1589;985;687;67229
"35045 PIEDADE";12970;11735;10195;8292;7039;5838;4979;4260;3551;2653;1664;1046;842;75064
"35046 SOROCABA";78554;77546;70083;58890;47264;36779;30406;26208;22406;16557;11046;7039;5748;488526
"35047 JUNDIAI";40119;39506;36860;31703;25544;19605;16604;13641;11578;8538;5669;3680;3094;256141
"35048 BRAGANCA PAULISTA";28456;27290;24958;21602;18270;14175;12421;10687;9687;7210;4858;3202;2668;185484
"35049 CAMPOS DO JORDAO";5236;4821;4140;3454;2791;2214;1937;1580;1351;1019;659;391;301;29894
"35050 SAO JOSE DOS CAMPOS";93343;93266;86044;75220;59302;42597;32905;25621;21582;15946;10568;6903;5649;568946
"35051 GUARATINGUETA";29851;29162;26392;22435;18816;14760;12291;10528;8876;6846;4616;3137;2529;190239
"35052 BANANAL";2057;1890;1655;1301;1176;969;941;785;744;548;397;285;231;12979
"35053 PARAIBUNA/PARAITINGA";5864;5365;4476;3729;3298;2975;2644;2336;2078;1580;1001;638;481;36465
"35054 CARAGUATATUBA";13758;12739;11245;9717;7517;5660;4586;3822;3301;2347;1515;994;846;78047
"35055 REGISTRO";16902;15336;13571;11885;10126;8411;7309;5996;5086;3770;2488;1605;1349;103834
"35056 ITANHAEM";9504;8697;7941;7254;5973;4891;4379;3729;3550;2657;1756;1066;756;62153
"35057 OSASCO";121753;115585;103936;88228;68730;48935;36984;27350;21217;14575;8919;5383;4072;665667
"35058 FRANCO DA ROCHA";21726;20908;20097;17945;13879;9577;7027;5393;4468;3256;1984;1224;897;128381
"35059 GUARULHOS";84181;80589;72626;62446;49070;34791;27120;20079;15922;10840;6703;4161;3124;471652
"35060 ITAPECERICA DA SERRA";55337;52075;47824;41712;32479;22384;16444;11880;9376;6313;3917;2416;1875;304032
"35061 SAO PAULO";1127564;1128296;1027131;884784;722700;548533;459097;368256;317499;231352;150028;97546;83715;7146501
"35062 MOGI DAS CRUZES";75020;71621;65449;55646;43423;31787;25327;19397;15954;11376;7152;4574;3447;430173
"35063 SANTOS";100475;99638;91444;81297;66907;53176;46037;39215;33803;25293;16547;11193;9393;674418
"Total";2937995;2877466;2616852;2252420;1838889;1416326;1189445;979836;838391;614896;406439;267649;225931;18462535
