"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12372;10934;10001;8869;7888;6846;6056;5020;4059;3080;2122;1404;1151;79802
"35002 FERNANDOPOLIS";8602;7681;7049;6165;5395;4570;3923;3182;2708;2038;1387;957;730;54387
"35003 VOTUPORANGA";10075;9158;8266;7256;6540;5426;4812;3840;3196;2454;1660;1101;875;64659
"35004 SAO JOSE DO RIO PRETO";47131;44422;39807;33934;29489;24801;21718;18078;15275;11317;7796;5219;4411;303398
"35005 CATANDUVA";15482;14114;12379;10772;9386;7810;7172;6162;5292;4085;2769;1832;1554;98809
"35006 AURIFLAMA";3949;3634;3098;2729;2485;1972;1756;1441;1157;891;570;381;335;24398
"35007 NHANDEARA";5087;4620;4231;3711;3394;2885;2587;2099;1823;1370;970;659;569;34005
"35008 NOVO HORIZONTE";6016;5502;4854;4294;3774;3137;2813;2426;2049;1596;1083;717;586;38847
"35009 BARRETOS";9705;9057;8069;6895;5965;5098;4457;3738;3201;2352;1736;1127;953;62353
"35010 SAO JOAQUIM DA BARRA";15053;13756;12240;10182;8844;7040;5929;4796;3995;2972;1985;1302;1018;89112
"35011 ITUVERAVA";6994;6214;5842;4910;4436;3625;3208;2568;2138;1656;1111;734;642;44078
"35012 FRANCA";25817;23470;20575;17025;14598;11296;9607;7665;6188;4424;3009;1968;1653;147295
"35013 JABOTICABAL";30017;27369;24094;20284;17388;14053;12506;10540;9029;6939;4704;3218;2685;182826
"35014 RIBEIRAO PRETO";61605;59456;53168;45157;37763;30145;26082;21264;17997;13334;8897;6058;5013;385939
"35015 BATATAIS";7427;6878;6201;5317;4637;3782;3305;2808;2453;1859;1258;861;697;47483
"35016 ANDRADINA";14936;13220;11837;10320;9106;7548;6337;5203;4244;3281;2264;1548;1271;91115
"35017 ARACATUBA";18512;17387;15377;13104;11364;9247;8131;6722;5571;4321;2934;1972;1706;116348
"35018 BIRIGUI";17909;15897;13872;12017;10393;8775;7565;6329;5219;4011;2724;1820;1535;108066
"35019 LINS";11511;10194;9044;7834;6946;5948;5385;4684;4103;3121;2170;1442;1238;73620
"35020 BAURU";37451;35126;31103;26528;22463;18524;16202;14029;11946;9077;6057;4139;3385;236030
"35021 JAU";22886;21432;18745;15807;13423;11050;10078;8744;7747;5778;3966;2754;2324;144734
"35022 AVARE";10655;9854;8749;7659;6430;5131;4498;3951;3294;2541;1709;1140;921;66532
"35023 BOTUCATU";12416;11223;10229;8647;7694;6322;5661;5095;4316;3398;2405;1665;1375;80446
"35024 ARARAQUARA";32706;31277;27224;23203;19439;15875;13940;11848;10125;7693;5213;3507;3008;205058
"35025 SAO CARLOS";19164;17874;15891;13454;11563;9356;8460;7113;6317;4802;3385;2317;2094;121790
"35026 RIO CLARO";14555;13811;12602;10658;9342;7860;7112;6112;5556;4315;3020;2074;1702;98719
"35027 LIMEIRA";37220;34694;30820;25783;21145;16810;14476;11863;10082;7296;4709;3057;2411;220366
"35028 PIRACICABA";34930;33531;29580;25217;21438;17160;14795;12461;10874;8119;5657;3706;3023;220491
"35029 PIRASSUNUNGA";11904;11316;10096;8443;7312;6007;5328;4523;3859;2916;1961;1277;980;75922
"35030 SAO JOAO DA BOA VISTA";30667;27930;25191;21656;18636;15303;13806;11976;10611;8069;5475;3767;2986;196073
"35031 MOJI MIRIM";23719;22099;19718;16694;13954;11050;9530;7794;6608;4905;3297;2197;1799;143364
"35032 CAMPINAS";156863;150782;133887;112321;90734;70306;59351;47691;39101;28672;18778;12314;9888;930688
"35033 AMPARO";11360;10609;9820;8528;7518;6032;5729;4933;4432;3531;2536;1667;1395;78090
"35034 DRACENA";9741;8320;7601;6650;5909;5157;4673;3841;3233;2469;1651;1103;918;61266
"35035 ADAMANTINA";14153;12162;10899;9715;8660;7723;6833;5858;4917;3717;2631;1689;1459;90416
"35036 PRESIDENTE PRUDENTE";44237;39128;33537;28805;24825;21073;18011;14911;12080;9236;6069;4022;3458;259392
"35037 TUPA";9131;8036;7080;6167;5375;4678;4147;3588;2977;2344;1530;1080;938;57071
"35038 MARILIA";23702;21240;19063;16373;14008;11784;10245;8850;7677;5814;3922;2612;2164;147454
"35039 ASSIS";18835;17118;15108;13016;11181;9543;8424;7181;6126;4704;3249;2107;1843;118435
