"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35040 OURINHOS";19681;18277;16076;14404;12636;10711;9150;7831;6600;5026;3523;2345;1971;128231
"35041 ITAPEVA";17815;16013;13926;12003;10029;8249;7092;6088;4986;3783;2550;1583;1230;105347
"35042 ITAPETININGA";11255;10286;9195;7844;6613;5449;4650;4091;3488;2692;1883;1207;970;69623
"35043 TATUI";13098;12145;10841;9330;8080;6753;5897;5206;4414;3473;2408;1515;1204;84364
"35044 CAPAO BONITO";11082;9537;8243;7067;6168;5056;4237;3594;2852;2207;1433;871;603;62950
"35045 PIEDADE";11962;10503;9086;7511;6469;5397;4607;3895;3197;2421;1503;928;732;68211
"35046 SOROCABA";73822;70152;61872;51485;42335;33842;28547;24039;20061;14956;9992;6315;4999;442417
"35047 JUNDIAI";39032;37112;33361;28237;23233;18255;15545;12544;10422;7744;5132;3290;2671;236578
"35048 BRAGANCA PAULISTA";26839;24866;22327;19190;16472;13112;11670;9794;8710;6534;4437;2869;2348;169168
"35049 CAMPOS DO JORDAO";4950;4363;3721;3107;2595;2045;1823;1478;1231;919;594;350;267;27443
"35050 SAO JOSE DOS CAMPOS";88782;86424;77122;65276;51828;37915;30041;23314;19332;14237;9403;6109;4969;514752
"35051 GUARATINGUETA";29509;27275;24175;20391;17258;13827;11755;9850;8269;6352;4226;2840;2280;178007
"35052 BANANAL";2037;1750;1532;1249;1159;955;920;760;699;528;377;267;216;12449
"35053 PARAIBUNA/PARAITINGA";5641;4949;4176;3604;3185;2885;2565;2195;1934;1471;937;593;440;34575
"35054 CARAGUATATUBA";12187;11195;9742;8314;6499;4942;4056;3363;2875;2088;1341;858;723;68183
"35055 REGISTRO";16073;14393;12535;11103;9558;7854;6829;5522;4604;3466;2246;1438;1184;96805
"35056 ITANHAEM";8503;7712;6930;6316;5214;4268;3908;3289;3040;2309;1514;897;630;54530
"35057 OSASCO";114365;107198;93482;77179;60585;43550;33557;24597;18698;12958;7864;4683;3466;602182
"35058 FRANCO DA ROCHA";19081;18354;17244;15018;11712;8296;6301;4874;3978;2875;1742;1074;765;111314
"35059 GUARULHOS";77675;73658;65041;54552;43275;30917;24433;17912;13891;9561;5828;3599;2672;423014
"35060 ITAPECERICA DA SERRA";49415;46649;41932;35725;27745;19294;14389;10361;8082;5474;3381;2051;1588;266086
"35061 SAO PAULO";1138911;1106048;970332;811884;673433;521890;446186;349973;289903;212805;138223;88796;73980;6822364
"35062 MOGI DAS CRUZES";68400;64001;57266;48043;38239;28398;22919;17409;14069;10106;6380;4012;2966;382208
"35063 SANTOS";98730;95232;84755;73998;62385;50314;44030;36482;30460;23054;15162;10128;8220;632950
"Total";2863340;2718617;2401859;2028929;1687545;1324922;1129755;909388;757370;561536;370448;241132;197787;17192628
